compound,amino_acid,acyl_n,category,formula,neutral_mass,adduct,target_mz
N-C16:0-valine,valine,16,long_chain,C21H41N1O3,355.3086441794,[M+Na]+,378.2978648794
N-C15:0-asparagine,asparagine,15,long_chain,C19H36N2O4,356.2675076472,[M+Na]+,379.25672834719995
N-C14:0-glutamine,glutamine,14,long_chain,C19H36N2O4,356.2675076472,[M+Na]+,379.25672834719995
N-C12:0-arginine,arginine,12,long_chain,C18H36N4O3,356.2787410355,[M+Na]+,379.26796173549997
N-C14:0-lysine,lysine,14,long_chain,C20H40N2O3,356.3038931527,[M+Na]+,379.2931138527
N-C13:0-phenylalanine,phenylalanine,13,long_chain,C22H35N1O3,361.261693988,[M+NH4]+,379.2955195408
N-C14:0-glutamate,glutamate,14,long_chain,C19H35N1O5,357.2515232322,[M+Na]+,380.24074393219996
N-C15:0-aspartate,aspartate,15,long_chain,C19H35N1O5,357.2515232322,[M+Na]+,380.24074393219996
N-C17:0-serine,serine,17,long_chain,C20H39N1O4,357.2879087377,[M+Na]+,380.27712943769995
N-C16:0-homoserine,homoserine,16,long_chain,C20H39N1O4,357.2879087377,[M+Na]+,380.27712943769995
N-C16:0-threonine,threonine,16,long_chain,C20H39N1O4,357.2879087377,[M+Na]+,380.27712943769995
N-C15:0-histidine,histidine,15,long_chain,C21H37N3O3,379.2834920622,[M+H]+,380.2907685141
N-C10:0-tryptophan,tryptophan,10,short_medium_chain,C21H30N2O3,358.2256428337,[M+Na]+,381.2148635337
N-C12:0-tyrosine,tyrosine,12,long_chain,C21H33N1O4,363.2409585463,[M+NH4]+,381.27478409910003
N-C16:0-cysteine,cysteine,16,long_chain,C19H37N1O3S1,359.2494147418,[M+Na]+,382.2386354418
N-C14:0-methionine,methionine,14,long_chain,C19H37N1O3S1,359.2494147418,[M+Na]+,382.2386354418
N-C18:0-proline,proline,18,long_chain,C23H43N1O3,381.3242942432,[M+H]+,382.33157069509997
N-C14:0-histidine,histidine,14,long_chain,C20H35N3O3,365.2678419984,[M+NH4]+,383.3016675512
N-C13:0-phenylalanine,phenylalanine,13,long_chain,C22H35N1O3,361.261693988,[M+Na]+,384.25091468799997
N-C17:0-leucine,leucine,17,long_chain,C23H45N1O3,383.339944307,[M+H]+,384.3472207589
N-C18:0-valine,valine,18,long_chain,C23H45N1O3,383.339944307,[M+H]+,384.3472207589
N-C17:0-isoleucine,isoleucine,17,long_chain,C23H45N1O3,383.339944307,[M+H]+,384.3472207589
N-C17:0-asparagine,asparagine,17,long_chain,C21H40N2O4,384.2988077748,[M+H]+,385.3060842267
N-C16:0-glutamine,glutamine,16,long_chain,C21H40N2O4,384.2988077748,[M+H]+,385.3060842267
N-C14:0-arginine,arginine,14,long_chain,C20H40N4O3,384.31004116310004,[M+H]+,385.31731761500004
N-C17:0-proline,proline,17,long_chain,C22H41N1O3,367.3086441794,[M+NH4]+,385.3424697322
N-C16:0-lysine,lysine,16,long_chain,C22H44N2O3,384.3351932803,[M+H]+,385.3424697322
N-C12:0-tyrosine,tyrosine,12,long_chain,C21H33N1O4,363.2409585463,[M+Na]+,386.2301792463
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,385.2828233598,[M+H]+,386.2900998117
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,385.2828233598,[M+H]+,386.2900998117
N-C18:0-threonine,threonine,18,long_chain,C22H43N1O4,385.31920886529997,[M+H]+,386.32648531719997
N-C18:0-homoserine,homoserine,18,long_chain,C22H43N1O4,385.31920886529997,[M+H]+,386.32648531719997
N-C12:0-tryptophan,tryptophan,12,long_chain,C23H34N2O3,386.2569429613,[M+H]+,387.2642194132
N-C16:0-leucine,leucine,16,long_chain,C22H43N1O3,369.3242942432,[M+NH4]+,387.358119796
N-C17:0-valine,valine,17,long_chain,C22H43N1O3,369.3242942432,[M+NH4]+,387.358119796
N-C16:0-isoleucine,isoleucine,16,long_chain,C22H43N1O3,369.3242942432,[M+NH4]+,387.358119796
N-C14:0-histidine,histidine,14,long_chain,C20H35N3O3,365.2678419984,[M+Na]+,388.2570626984
N-C18:0-cysteine,cysteine,18,long_chain,C21H41N1O3S1,387.2807148694,[M+H]+,388.2879913213
N-C16:0-methionine,methionine,16,long_chain,C21H41N1O3S1,387.2807148694,[M+H]+,388.2879913213
N-C15:0-glutamine,glutamine,15,long_chain,C20H38N2O4,370.283157711,[M+NH4]+,388.3169832638
N-C16:0-asparagine,asparagine,16,long_chain,C20H38N2O4,370.283157711,[M+NH4]+,388.3169832638
N-C13:0-arginine,arginine,13,long_chain,C19H38N4O3,370.2943910993,[M+NH4]+,388.3282166521
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,370.3195432165,[M+NH4]+,388.3533687693
N-C15:0-glutamate,glutamate,15,long_chain,C20H37N1O5,371.267173296,[M+NH4]+,389.3009988488
N-C16:0-aspartate,aspartate,16,long_chain,C20H37N1O5,371.267173296,[M+NH4]+,389.3009988488
N-C18:0-serine,serine,18,long_chain,C21H41N1O4,371.3035588015,[M+NH4]+,389.3373843543
N-C17:0-threonine,threonine,17,long_chain,C21H41N1O4,371.3035588015,[M+NH4]+,389.3373843543
N-C17:0-homoserine,homoserine,17,long_chain,C21H41N1O4,371.3035588015,[M+NH4]+,389.3373843543
N-C11:0-tryptophan,tryptophan,11,short_medium_chain,C22H32N2O3,372.2412928975,[M+NH4]+,390.2751184503
N-C17:0-proline,proline,17,long_chain,C22H41N1O3,367.3086441794,[M+Na]+,390.2978648794
N-C15:0-phenylalanine,phenylalanine,15,long_chain,C24H39N1O3,389.2929941156,[M+H]+,390.3002705675
N-C17:0-cysteine,cysteine,17,long_chain,C20H39N1O3S1,373.2650648056,[M+NH4]+,391.2988903584
N-C15:0-methionine,methionine,15,long_chain,C20H39N1O3S1,373.2650648056,[M+NH4]+,391.2988903584
N-C14:0-tyrosine,tyrosine,14,long_chain,C23H37N1O4,391.2722586739,[M+H]+,392.2795351258
N-C16:0-leucine,leucine,16,long_chain,C22H43N1O3,369.3242942432,[M+Na]+,392.31351494319995
N-C16:0-isoleucine,isoleucine,16,long_chain,C22H43N1O3,369.3242942432,[M+Na]+,392.31351494319995
N-C17:0-valine,valine,17,long_chain,C22H43N1O3,369.3242942432,[M+Na]+,392.31351494319995
N-C15:0-glutamine,glutamine,15,long_chain,C20H38N2O4,370.283157711,[M+Na]+,393.272378411
N-C16:0-asparagine,asparagine,16,long_chain,C20H38N2O4,370.283157711,[M+Na]+,393.272378411
N-C13:0-arginine,arginine,13,long_chain,C19H38N4O3,370.2943910993,[M+Na]+,393.2836117993
N-C15:0-lysine,lysine,15,long_chain,C21H42N2O3,370.3195432165,[M+Na]+,393.30876391649997
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,375.2773440518,[M+NH4]+,393.3111696046
N-C16:0-aspartate,aspartate,16,long_chain,C20H37N1O5,371.267173296,[M+Na]+,394.256393996
N-C15:0-glutamate,glutamate,15,long_chain,C20H37N1O5,371.267173296,[M+Na]+,394.256393996
N-C18:0-serine,serine,18,long_chain,C21H41N1O4,371.3035588015,[M+Na]+,394.2927795015
N-C17:0-threonine,threonine,17,long_chain,C21H41N1O4,371.3035588015,[M+Na]+,394.2927795015
N-C17:0-homoserine,homoserine,17,long_chain,C21H41N1O4,371.3035588015,[M+Na]+,394.2927795015
N-C16:0-histidine,histidine,16,long_chain,C22H39N3O3,393.299142126,[M+H]+,394.3064185779
N-C11:0-tryptophan,tryptophan,11,short_medium_chain,C22H32N2O3,372.2412928975,[M+Na]+,395.23051359749996
N-C13:0-tyrosine,tyrosine,13,long_chain,C22H35N1O4,377.2566086101,[M+NH4]+,395.2904341629
N-C17:0-cysteine,cysteine,17,long_chain,C20H39N1O3S1,373.2650648056,[M+Na]+,396.25428550559997
N-C15:0-methionine,methionine,15,long_chain,C20H39N1O3S1,373.2650648056,[M+Na]+,396.25428550559997
N-C15:0-histidine,histidine,15,long_chain,C21H37N3O3,379.2834920622,[M+NH4]+,397.31731761500004
N-C14:0-phenylalanine,phenylalanine,14,long_chain,C23H37N1O3,375.2773440518,[M+Na]+,398.2665647518
N-C18:0-isoleucine,isoleucine,18,long_chain,C24H47N1O3,397.3555943708,[M+H]+,398.3628708227
N-C18:0-leucine,leucine,18,long_chain,C24H47N1O3,397.3555943708,[M+H]+,398.3628708227
N-C18:0-asparagine,asparagine,18,long_chain,C22H42N2O4,398.3144578386,[M+H]+,399.3217342905
N-C17:0-glutamine,glutamine,17,long_chain,C22H42N2O4,398.3144578386,[M+H]+,399.3217342905
N-C15:0-arginine,arginine,15,long_chain,C21H42N4O3,398.3256912269,[M+H]+,399.3329676788
N-C18:0-proline,proline,18,long_chain,C23H43N1O3,381.3242942432,[M+NH4]+,399.358119796
N-C17:0-lysine,lysine,17,long_chain,C23H46N2O3,398.3508433441,[M+H]+,399.358119796
N-C13:0-tyrosine,tyrosine,13,long_chain,C22H35N1O4,377.2566086101,[M+Na]+,400.24582931009996
N-C17:0-glutamate,glutamate,17,long_chain,C22H41N1O5,399.2984734236,[M+H]+,400.3057498755
N-C18:0-aspartate,aspartate,18,long_chain,C22H41N1O5,399.2984734236,[M+H]+,400.3057498755
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,400.2725930251,[M+H]+,401.279869477
N-C17:0-leucine,leucine,17,long_chain,C23H45N1O3,383.339944307,[M+NH4]+,401.3737698598
N-C17:0-isoleucine,isoleucine,17,long_chain,C23H45N1O3,383.339944307,[M+NH4]+,401.3737698598
N-C18:0-valine,valine,18,long_chain,C23H45N1O3,383.339944307,[M+NH4]+,401.3737698598
N-C15:0-histidine,histidine,15,long_chain,C21H37N3O3,379.2834920622,[M+Na]+,402.2727127622
N-C17:0-methionine,methionine,17,long_chain,C22H43N1O3S1,401.2963649332,[M+H]+,402.3036413851
N-C17:0-asparagine,asparagine,17,long_chain,C21H40N2O4,384.2988077748,[M+NH4]+,402.33263332760004
N-C16:0-glutamine,glutamine,16,long_chain,C21H40N2O4,384.2988077748,[M+NH4]+,402.33263332760004
N-C14:0-arginine,arginine,14,long_chain,C20H40N4O3,384.31004116310004,[M+NH4]+,402.34386671590005
N-C16:0-lysine,lysine,16,long_chain,C22H44N2O3,384.3351932803,[M+NH4]+,402.36901883310003
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,385.2828233598,[M+NH4]+,403.3166489126
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,385.2828233598,[M+NH4]+,403.3166489126
N-C18:0-homoserine,homoserine,18,long_chain,C22H43N1O4,385.31920886529997,[M+NH4]+,403.3530344181
N-C18:0-threonine,threonine,18,long_chain,C22H43N1O4,385.31920886529997,[M+NH4]+,403.3530344181
N-C12:0-tryptophan,tryptophan,12,long_chain,C23H34N2O3,386.2569429613,[M+NH4]+,404.2907685141
N-C18:0-proline,proline,18,long_chain,C23H43N1O3,381.3242942432,[M+Na]+,404.31351494319995
N-C16:0-phenylalanine,phenylalanine,16,long_chain,C25H41N1O3,403.3086441794,[M+H]+,404.3159206313
N-C16:0-methionine,methionine,16,long_chain,C21H41N1O3S1,387.2807148694,[M+NH4]+,405.3145404222
N-C18:0-cysteine,cysteine,18,long_chain,C21H41N1O3S1,387.2807148694,[M+NH4]+,405.3145404222
N-C15:0-tyrosine,tyrosine,15,long_chain,C24H39N1O4,405.2879087377,[M+H]+,406.2951851896
N-C18:0-valine,valine,18,long_chain,C23H45N1O3,383.339944307,[M+Na]+,406.329165007
N-C17:0-leucine,leucine,17,long_chain,C23H45N1O3,383.339944307,[M+Na]+,406.329165007
N-C17:0-isoleucine,isoleucine,17,long_chain,C23H45N1O3,383.339944307,[M+Na]+,406.329165007
N-C17:0-asparagine,asparagine,17,long_chain,C21H40N2O4,384.2988077748,[M+Na]+,407.2880284748
N-C16:0-glutamine,glutamine,16,long_chain,C21H40N2O4,384.2988077748,[M+Na]+,407.2880284748
N-C14:0-arginine,arginine,14,long_chain,C20H40N4O3,384.31004116310004,[M+Na]+,407.2992618631
N-C16:0-lysine,lysine,16,long_chain,C22H44N2O3,384.3351932803,[M+Na]+,407.3244139803
N-C15:0-phenylalanine,phenylalanine,15,long_chain,C24H39N1O3,389.2929941156,[M+NH4]+,407.3268196684
N-C16:0-glutamate,glutamate,16,long_chain,C21H39N1O5,385.2828233598,[M+Na]+,408.27204405979995
N-C17:0-aspartate,aspartate,17,long_chain,C21H39N1O5,385.2828233598,[M+Na]+,408.27204405979995
N-C18:0-homoserine,homoserine,18,long_chain,C22H43N1O4,385.31920886529997,[M+Na]+,408.30842956529995
N-C18:0-threonine,threonine,18,long_chain,C22H43N1O4,385.31920886529997,[M+Na]+,408.30842956529995
N-C17:0-histidine,histidine,17,long_chain,C23H41N3O3,407.3147921898,[M+H]+,408.3220686417
N-C12:0-tryptophan,tryptophan,12,long_chain,C23H34N2O3,386.2569429613,[M+Na]+,409.2461636613
N-C14:0-tyrosine,tyrosine,14,long_chain,C23H37N1O4,391.2722586739,[M+NH4]+,409.3060842267
N-C18:0-cysteine,cysteine,18,long_chain,C21H41N1O3S1,387.2807148694,[M+Na]+,410.2699355694
N-C16:0-methionine,methionine,16,long_chain,C21H41N1O3S1,387.2807148694,[M+Na]+,410.2699355694
N-C16:0-histidine,histidine,16,long_chain,C22H39N3O3,393.299142126,[M+NH4]+,411.3329676788
N-C15:0-phenylalanine,phenylalanine,15,long_chain,C24H39N1O3,389.2929941156,[M+Na]+,412.28221481559996
N-C18:0-glutamine,glutamine,18,long_chain,C23H44N2O4,412.3301079024,[M+H]+,413.3373843543
N-C16:0-arginine,arginine,16,long_chain,C22H44N4O3,412.34134129070003,[M+H]+,413.3486177426
N-C18:0-lysine,lysine,18,long_chain,C24H48N2O3,412.3664934079,[M+H]+,413.3737698598
N-C14:0-tyrosine,tyrosine,14,long_chain,C23H37N1O4,391.2722586739,[M+Na]+,414.2614793739
N-C18:0-glutamate,glutamate,18,long_chain,C23H43N1O5,413.31412348739997,[M+H]+,414.32139993929997
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,414.2882430889,[M+H]+,415.2955195408
N-C18:0-leucine,leucine,18,long_chain,C24H47N1O3,397.3555943708,[M+NH4]+,415.38941992360003
N-C18:0-isoleucine,isoleucine,18,long_chain,C24H47N1O3,397.3555943708,[M+NH4]+,415.38941992360003
N-C16:0-histidine,histidine,16,long_chain,C22H39N3O3,393.299142126,[M+Na]+,416.28836282599997
N-C18:0-methionine,methionine,18,long_chain,C23H45N1O3S1,415.312014997,[M+H]+,416.3192914489
N-C17:0-glutamine,glutamine,17,long_chain,C22H42N2O4,398.3144578386,[M+NH4]+,416.3482833914
N-C18:0-asparagine,asparagine,18,long_chain,C22H42N2O4,398.3144578386,[M+NH4]+,416.3482833914
N-C15:0-arginine,arginine,15,long_chain,C21H42N4O3,398.3256912269,[M+NH4]+,416.3595167797
N-C17:0-lysine,lysine,17,long_chain,C23H46N2O3,398.3508433441,[M+NH4]+,416.3846688969
N-C18:0-aspartate,aspartate,18,long_chain,C22H41N1O5,399.2984734236,[M+NH4]+,417.3322989764
N-C17:0-glutamate,glutamate,17,long_chain,C22H41N1O5,399.2984734236,[M+NH4]+,417.3322989764
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,400.2725930251,[M+NH4]+,418.3064185779
N-C17:0-phenylalanine,phenylalanine,17,long_chain,C26H43N1O3,417.3242942432,[M+H]+,418.33157069509997
N-C17:0-methionine,methionine,17,long_chain,C22H43N1O3S1,401.2963649332,[M+NH4]+,419.330190486
N-C16:0-tyrosine,tyrosine,16,long_chain,C25H41N1O4,419.3035588015,[M+H]+,420.3108352534
N-C18:0-leucine,leucine,18,long_chain,C24H47N1O3,397.3555943708,[M+Na]+,420.3448150708
N-C18:0-isoleucine,isoleucine,18,long_chain,C24H47N1O3,397.3555943708,[M+Na]+,420.3448150708
N-C18:0-asparagine,asparagine,18,long_chain,C22H42N2O4,398.3144578386,[M+Na]+,421.30367853859997
N-C17:0-glutamine,glutamine,17,long_chain,C22H42N2O4,398.3144578386,[M+Na]+,421.30367853859997
N-C15:0-arginine,arginine,15,long_chain,C21H42N4O3,398.3256912269,[M+Na]+,421.3149119269
N-C17:0-lysine,lysine,17,long_chain,C23H46N2O3,398.3508433441,[M+Na]+,421.34006404409996
N-C16:0-phenylalanine,phenylalanine,16,long_chain,C25H41N1O3,403.3086441794,[M+NH4]+,421.3424697322
N-C18:0-aspartate,aspartate,18,long_chain,C22H41N1O5,399.2984734236,[M+Na]+,422.2876941236
N-C17:0-glutamate,glutamate,17,long_chain,C22H41N1O5,399.2984734236,[M+Na]+,422.2876941236
N-C18:0-histidine,histidine,18,long_chain,C24H43N3O3,421.3304422536,[M+H]+,422.3377187055
N-C13:0-tryptophan,tryptophan,13,long_chain,C24H36N2O3,400.2725930251,[M+Na]+,423.26181372509996
N-C15:0-tyrosine,tyrosine,15,long_chain,C24H39N1O4,405.2879087377,[M+NH4]+,423.3217342905
N-C17:0-methionine,methionine,17,long_chain,C22H43N1O3S1,401.2963649332,[M+Na]+,424.28558563319996
N-C17:0-histidine,histidine,17,long_chain,C23H41N3O3,407.3147921898,[M+NH4]+,425.3486177426
N-C16:0-phenylalanine,phenylalanine,16,long_chain,C25H41N1O3,403.3086441794,[M+Na]+,426.2978648794
N-C17:0-arginine,arginine,17,long_chain,C23H46N4O3,426.3569913545,[M+H]+,427.3642678064
N-C15:0-tyrosine,tyrosine,15,long_chain,C24H39N1O4,405.2879087377,[M+Na]+,428.27712943769995
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,428.3038931527,[M+H]+,429.3111696046
N-C17:0-histidine,histidine,17,long_chain,C23H41N3O3,407.3147921898,[M+Na]+,430.3040128898
N-C18:0-glutamine,glutamine,18,long_chain,C23H44N2O4,412.3301079024,[M+NH4]+,430.3639334552
N-C16:0-arginine,arginine,16,long_chain,C22H44N4O3,412.34134129070003,[M+NH4]+,430.37516684350004
N-C18:0-lysine,lysine,18,long_chain,C24H48N2O3,412.3664934079,[M+NH4]+,430.4003189607
N-C18:0-glutamate,glutamate,18,long_chain,C23H43N1O5,413.31412348739997,[M+NH4]+,431.3479490402
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,414.2882430889,[M+NH4]+,432.3220686417
N-C18:0-phenylalanine,phenylalanine,18,long_chain,C27H45N1O3,431.339944307,[M+H]+,432.3472207589
N-C18:0-methionine,methionine,18,long_chain,C23H45N1O3S1,415.312014997,[M+NH4]+,433.3458405498
N-C17:0-tyrosine,tyrosine,17,long_chain,C26H43N1O4,433.31920886529997,[M+H]+,434.32648531719997
N-C18:0-glutamine,glutamine,18,long_chain,C23H44N2O4,412.3301079024,[M+Na]+,435.3193286024
N-C16:0-arginine,arginine,16,long_chain,C22H44N4O3,412.34134129070003,[M+Na]+,435.3305619907
N-C18:0-lysine,lysine,18,long_chain,C24H48N2O3,412.3664934079,[M+Na]+,435.3557141079
N-C17:0-phenylalanine,phenylalanine,17,long_chain,C26H43N1O3,417.3242942432,[M+NH4]+,435.358119796
N-C18:0-glutamate,glutamate,18,long_chain,C23H43N1O5,413.31412348739997,[M+Na]+,436.30334418739994
N-C14:0-tryptophan,tryptophan,14,long_chain,C25H38N2O3,414.2882430889,[M+Na]+,437.2774637889
N-C16:0-tyrosine,tyrosine,16,long_chain,C25H41N1O4,419.3035588015,[M+NH4]+,437.3373843543
N-C18:0-methionine,methionine,18,long_chain,C23H45N1O3S1,415.312014997,[M+Na]+,438.301235697
N-C18:0-histidine,histidine,18,long_chain,C24H43N3O3,421.3304422536,[M+NH4]+,439.3642678064
N-C17:0-phenylalanine,phenylalanine,17,long_chain,C26H43N1O3,417.3242942432,[M+Na]+,440.31351494319995
N-C18:0-arginine,arginine,18,long_chain,C24H48N4O3,440.3726414183,[M+H]+,441.3799178702
N-C16:0-tyrosine,tyrosine,16,long_chain,C25H41N1O4,419.3035588015,[M+Na]+,442.2927795015
N-C16:0-tryptophan,tryptophan,16,long_chain,C27H42N2O3,442.3195432165,[M+H]+,443.3268196684
N-C18:0-histidine,histidine,18,long_chain,C24H43N3O3,421.3304422536,[M+Na]+,444.31966295359996
N-C17:0-arginine,arginine,17,long_chain,C23H46N4O3,426.3569913545,[M+NH4]+,444.3908169073
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,428.3038931527,[M+NH4]+,446.33771870550004
N-C18:0-tyrosine,tyrosine,18,long_chain,C27H45N1O4,447.3348589291,[M+H]+,448.342135381
N-C17:0-arginine,arginine,17,long_chain,C23H46N4O3,426.3569913545,[M+Na]+,449.3462120545
N-C18:0-phenylalanine,phenylalanine,18,long_chain,C27H45N1O3,431.339944307,[M+NH4]+,449.3737698598
N-C15:0-tryptophan,tryptophan,15,long_chain,C26H40N2O3,428.3038931527,[M+Na]+,451.2931138527
N-C17:0-tyrosine,tyrosine,17,long_chain,C26H43N1O4,433.31920886529997,[M+NH4]+,451.3530344181
N-C18:0-phenylalanine,phenylalanine,18,long_chain,C27H45N1O3,431.339944307,[M+Na]+,454.329165007
N-C17:0-tyrosine,tyrosine,17,long_chain,C26H43N1O4,433.31920886529997,[M+Na]+,456.30842956529995
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,456.3351932803,[M+H]+,457.3424697322
N-C18:0-arginine,arginine,18,long_chain,C24H48N4O3,440.3726414183,[M+NH4]+,458.40646697110003
N-C16:0-tryptophan,tryptophan,16,long_chain,C27H42N2O3,442.3195432165,[M+NH4]+,460.3533687693
N-C18:0-arginine,arginine,18,long_chain,C24H48N4O3,440.3726414183,[M+Na]+,463.3618621183
N-C16:0-tryptophan,tryptophan,16,long_chain,C27H42N2O3,442.3195432165,[M+Na]+,465.30876391649997
N-C18:0-tyrosine,tyrosine,18,long_chain,C27H45N1O4,447.3348589291,[M+NH4]+,465.3686844819
N-C18:0-tyrosine,tyrosine,18,long_chain,C27H45N1O4,447.3348589291,[M+Na]+,470.32407962909997
N-C18:0-tryptophan,tryptophan,18,long_chain,C29H46N2O3,470.3508433441,[M+H]+,471.358119796
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,456.3351932803,[M+NH4]+,474.36901883310003
N-C17:0-tryptophan,tryptophan,17,long_chain,C28H44N2O3,456.3351932803,[M+Na]+,479.3244139803
N-C18:0-tryptophan,tryptophan,18,long_chain,C29H46N2O3,470.3508433441,[M+NH4]+,488.3846688969
N-C18:0-tryptophan,tryptophan,18,long_chain,C29H46N2O3,470.3508433441,[M+Na]+,493.34006404409996
