compound,amino_acid,acyl_n,category,formula,adduct,target_mz,row_id,observed_mz,ppm_error,rt_min,has_ms2,is_isf,is_default_adduct,total_scans,dedup_group_id,is_group_representative,sirius_npc_class,sirius_structure_name,sirius_formula
N-C6:0-tryptophan,tryptophan,6,short_medium_chain,C17H22N2O3,[M+H]+,303.17031903040004,48169,303.1697,-2.0418568745103816,1.190712,True,False,True,15,asid_48169,True,Dipeptides,"4-Isopropylphenyl (E)-3,6-dihydro-5-((methoxyimino)methyl)-1(2H)-pyridinecarboxylate",C17H22N2O3
N-C8:0-histidine,histidine,8,short_medium_chain,C14H23N3O3,[M+Na]+,304.16316231559995,3047,304.1649,5.7130008341968095,0.878315,True,True,False,72,asid_5964,False,,,
N-C8:0-histidine,histidine,8,short_medium_chain,C14H23N3O3,[M+Na]+,304.16316231559995,3545,304.1646,4.726688100933413,1.047,True,False,False,68,asid_1337,True,Dipeptides,Arginylglutamic acid,C13H22FN3O4
N-C8:0-histidine,histidine,8,short_medium_chain,C14H23N3O3,[M+Na]+,304.16316231559995,3700,304.1631,-0.20487556575733437,0.706144,True,True,False,36,asid_4330,False,,,
N-C8:0-histidine,histidine,8,short_medium_chain,C14H23N3O3,[M+Na]+,304.16316231559995,25520,304.1646,4.726688100933413,2.889179,True,False,True,12,asid_25520,True,,,
N-C10:0-methionine,methionine,10,short_medium_chain,C15H29N1O3S1,[M+H]+,304.19409093850004,7833,304.1896,-14.763398217893249,4.037302,True,True,True,15,asid_3434,True,,,
N-C10:0-methionine,methionine,10,short_medium_chain,C15H29N1O3S1,[M+H]+,304.19409093850004,8343,304.1898,-14.105923250547239,4.715069,True,False,False,23,asid_31513,True,N-acyl amines,"2-(Tetradeca-2,4-dienoylamino)acetic acid",C18H25NO3
N-C12:0-cysteine,cysteine,12,long_chain,C15H29N1O3S1,[M+H]+,304.19409093850004,7833,304.1896,-14.763398217893249,4.037302,True,True,True,15,asid_3434,True,,,
N-C12:0-cysteine,cysteine,12,long_chain,C15H29N1O3S1,[M+H]+,304.19409093850004,8343,304.1898,-14.105923250547239,4.715069,True,False,False,23,asid_31513,True,N-acyl amines,"2-(Tetradeca-2,4-dienoylamino)acetic acid",C18H25NO3
N-C9:0-lysine,lysine,9,short_medium_chain,C15H30N2O3,[M+NH4]+,304.25946838650003,2259,304.2625,9.963908489137204,4.855,True,True,False,34,asid_402,False,N-acyl amines,"Hexadeca-2E,9Z,12Z,14E-Tetraenoic Acid Isobutylamide",C20H33NO
N-C5:0-tryptophan,tryptophan,5,short_medium_chain,C16H20N2O3,[M+NH4]+,306.1812180675,41944,306.1799,-4.304860723888943,3.364313,True,False,True,10,asid_41944,True,,,
N-C11:0-proline,proline,11,short_medium_chain,C16H29N1O3,[M+Na]+,306.2039644966,12279,306.2056,5.3412221578662855,4.704916,True,False,True,18,asid_12279,True,,,
N-C9:0-phenylalanine,phenylalanine,9,short_medium_chain,C18H27N1O3,[M+H]+,306.2063701847,12279,306.2056,-2.515247150271736,4.704916,True,False,True,18,asid_12279,True,,,
N-C10:0-leucine,leucine,10,short_medium_chain,C16H31N1O3,[M+Na]+,308.2196145604,49891,308.221,4.494975447958885,4.31121,True,False,True,8,asid_49891,True,Pyrrolidine alkaloids,"2-Undecyl-2-oxazoline-4,4-dimethanol",C18H29NO3
N-C11:0-valine,valine,11,short_medium_chain,C16H31N1O3,[M+Na]+,308.2196145604,49891,308.221,4.494975447958885,4.31121,True,False,True,8,asid_49891,True,Pyrrolidine alkaloids,"2-Undecyl-2-oxazoline-4,4-dimethanol",C18H29NO3
N-C14:0-glycine,glycine,14,long_chain,C16H31N1O3,[M+Na]+,308.2196145604,49891,308.221,4.494975447958885,4.31121,True,False,True,8,asid_49891,True,Pyrrolidine alkaloids,"2-Undecyl-2-oxazoline-4,4-dimethanol",C18H29NO3
N-C13:0-alanine,alanine,13,long_chain,C16H31N1O3,[M+Na]+,308.2196145604,49891,308.221,4.494975447958885,4.31121,True,False,True,8,asid_49891,True,Pyrrolidine alkaloids,"2-Undecyl-2-oxazoline-4,4-dimethanol",C18H29NO3
N-C10:0-isoleucine,isoleucine,10,short_medium_chain,C16H31N1O3,[M+Na]+,308.2196145604,49891,308.221,4.494975447958885,4.31121,True,False,True,8,asid_49891,True,Pyrrolidine alkaloids,"2-Undecyl-2-oxazoline-4,4-dimethanol",C18H29NO3
N-C9:0-glutamine,glutamine,9,short_medium_chain,C14H26N2O4,[M+Na]+,309.1784780282,5525,309.1732,-17.071137142716584,0.601615,True,False,True,42,asid_5525,True,,,
N-C9:0-glutamine,glutamine,9,short_medium_chain,C14H26N2O4,[M+Na]+,309.1784780282,8159,309.1733,-16.74769936460003,0.804329,True,False,True,61,asid_8159,True,,,
N-C9:0-glutamine,glutamine,9,short_medium_chain,C14H26N2O4,[M+Na]+,309.1784780282,34788,309.1797,3.952318440190984,4.856,True,False,True,8,asid_34788,True,,,
N-C9:0-glutamine,glutamine,9,short_medium_chain,C14H26N2O4,[M+Na]+,309.1784780282,37383,309.1797,3.952318440190984,3.656,True,False,True,24,asid_37383,True,,,
N-C10:0-asparagine,asparagine,10,short_medium_chain,C14H26N2O4,[M+Na]+,309.1784780282,5525,309.1732,-17.071137142716584,0.601615,True,False,True,42,asid_5525,True,,,
N-C10:0-asparagine,asparagine,10,short_medium_chain,C14H26N2O4,[M+Na]+,309.1784780282,8159,309.1733,-16.74769936460003,0.804329,True,False,True,61,asid_8159,True,,,
N-C10:0-asparagine,asparagine,10,short_medium_chain,C14H26N2O4,[M+Na]+,309.1784780282,34788,309.1797,3.952318440190984,4.856,True,False,True,8,asid_34788,True,,,
N-C10:0-asparagine,asparagine,10,short_medium_chain,C14H26N2O4,[M+Na]+,309.1784780282,37383,309.1797,3.952318440190984,3.656,True,False,True,24,asid_37383,True,,,
N-C7:0-arginine,arginine,7,short_medium_chain,C13H26N4O3,[M+Na]+,309.18971141649996,5252,309.1881,-5.211740366645312,0.857499,True,False,False,27,asid_1009,False,,,
N-C10:0-aspartate,aspartate,10,short_medium_chain,C14H25N1O5,[M+Na]+,310.16249361319996,572,310.1639,4.53435482695762,1.184254,True,False,True,128,asid_572,True,,,
N-C9:0-glutamate,glutamate,9,short_medium_chain,C14H25N1O5,[M+Na]+,310.16249361319996,572,310.1639,4.53435482695762,1.184254,True,False,True,128,asid_572,True,,,
N-C5:0-tryptophan,tryptophan,5,short_medium_chain,C16H20N2O3,[M+Na]+,311.1366132147,822,311.1381,4.77856104640097,2.183,True,False,False,101,asid_15555,True,,,
N-C13:0-proline,proline,13,long_chain,C18H33N1O3,[M+H]+,312.25332037609996,35854,312.252,-4.228541423880287,4.893,True,False,True,35,asid_35854,True,,,
N-C8:0-phenylalanine,phenylalanine,8,short_medium_chain,C17H25N1O3,[M+Na]+,314.17266436899996,47426,314.1704,-7.207402988213619,1.141781,True,False,False,22,asid_47426,False,,,
N-C12:0-isoleucine,isoleucine,12,long_chain,C18H35N1O3,[M+H]+,314.2689704399,16741,314.2676,-4.360722912140566,5.384,True,False,True,6,asid_16741,True,N-acyl amines,Elmiric Acid,C18H35NO3
N-C12:0-leucine,leucine,12,long_chain,C18H35N1O3,[M+H]+,314.2689704399,16741,314.2676,-4.360722912140566,5.384,True,False,True,6,asid_16741,True,N-acyl amines,Elmiric Acid,C18H35NO3
N-C16:0-glycine,glycine,16,long_chain,C18H35N1O3,[M+H]+,314.2689704399,16741,314.2676,-4.360722912140566,5.384,True,False,True,6,asid_16741,True,N-acyl amines,Elmiric Acid,C18H35NO3
N-C15:0-alanine,alanine,15,long_chain,C18H35N1O3,[M+H]+,314.2689704399,16741,314.2676,-4.360722912140566,5.384,True,False,True,6,asid_16741,True,N-acyl amines,Elmiric Acid,C18H35NO3
N-C13:0-valine,valine,13,long_chain,C18H35N1O3,[M+H]+,314.2689704399,16741,314.2676,-4.360722912140566,5.384,True,False,True,6,asid_16741,True,N-acyl amines,Elmiric Acid,C18H35NO3
N-C12:0-asparagine,asparagine,12,long_chain,C16H30N2O4,[M+H]+,315.2278339077,18425,315.231,10.043822148347179,5.576,True,True,True,7,asid_6025,True,Abietane diterpenoids,"5,9-dimethyl-14,15-dimethylidenetetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecane-5-carboxylic acid",C21H30O2
N-C12:0-asparagine,asparagine,12,long_chain,C16H30N2O4,[M+H]+,315.2278339077,29630,315.2308,9.409360408318218,6.28703,True,True,False,7,asid_26126,False,,,
N-C11:0-glutamine,glutamine,11,short_medium_chain,C16H30N2O4,[M+H]+,315.2278339077,18425,315.231,10.043822148347179,5.576,True,True,True,7,asid_6025,True,Abietane diterpenoids,"5,9-dimethyl-14,15-dimethylidenetetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecane-5-carboxylic acid",C21H30O2
N-C11:0-glutamine,glutamine,11,short_medium_chain,C16H30N2O4,[M+H]+,315.2278339077,29630,315.2308,9.409360408318218,6.28703,True,True,False,7,asid_26126,False,,,
N-C12:0-proline,proline,12,long_chain,C17H31N1O3,[M+NH4]+,315.2642194132,18300,315.2632,-3.233520130904641,3.524536,True,False,True,9,asid_18300,False,,,
N-C11:0-lysine,lysine,11,short_medium_chain,C17H34N2O3,[M+H]+,315.2642194132,18300,315.2632,-3.233520130904641,3.524536,True,False,True,9,asid_18300,False,,,
N-C12:0-aspartate,aspartate,12,long_chain,C16H29N1O5,[M+H]+,316.2118494927,9771,316.2112,-2.053979637538039,0.611523,True,False,True,28,asid_9771,True,,,
N-C12:0-aspartate,aspartate,12,long_chain,C16H29N1O5,[M+H]+,316.2118494927,11671,316.2112,-2.053979637538039,0.867074,True,False,False,49,asid_8461,True,Polyamines,"3,6,9,12,15-Pentaazaheptadecane-1,17-diol",C16H29NO5
N-C11:0-glutamate,glutamate,11,short_medium_chain,C16H29N1O5,[M+H]+,316.2118494927,9771,316.2112,-2.053979637538039,0.611523,True,False,True,28,asid_9771,True,,,
N-C11:0-glutamate,glutamate,11,short_medium_chain,C16H29N1O5,[M+H]+,316.2118494927,11671,316.2112,-2.053979637538039,0.867074,True,False,False,49,asid_8461,True,Polyamines,"3,6,9,12,15-Pentaazaheptadecane-1,17-diol",C16H29NO5
N-C7:0-tryptophan,tryptophan,7,short_medium_chain,C18H24N2O3,[M+H]+,317.1859690942,16004,317.1892,10.186156119232955,0.799523,True,False,True,48,asid_16004,True,,,
N-C14:0-alanine,alanine,14,long_chain,C17H33N1O3,[M+NH4]+,317.27986947700003,26566,317.283,9.866755823941602,5.549,True,False,False,7,asid_8985,False,Fatty alcohols,"3,7,11,15-tetramethylhexadec-1-yn-3-ol",C22H36O
N-C12:0-valine,valine,12,long_chain,C17H33N1O3,[M+NH4]+,317.27986947700003,26566,317.283,9.866755823941602,5.549,True,False,False,7,asid_8985,False,Fatty alcohols,"3,7,11,15-tetramethylhexadec-1-yn-3-ol",C22H36O
N-C11:0-leucine,leucine,11,short_medium_chain,C17H33N1O3,[M+NH4]+,317.27986947700003,26566,317.283,9.866755823941602,5.549,True,False,False,7,asid_8985,False,Fatty alcohols,"3,7,11,15-tetramethylhexadec-1-yn-3-ol",C22H36O
N-C15:0-glycine,glycine,15,long_chain,C17H33N1O3,[M+NH4]+,317.27986947700003,26566,317.283,9.866755823941602,5.549,True,False,False,7,asid_8985,False,Fatty alcohols,"3,7,11,15-tetramethylhexadec-1-yn-3-ol",C22H36O
N-C11:0-isoleucine,isoleucine,11,short_medium_chain,C17H33N1O3,[M+NH4]+,317.27986947700003,26566,317.283,9.866755823941602,5.549,True,False,False,7,asid_8985,False,Fatty alcohols,"3,7,11,15-tetramethylhexadec-1-yn-3-ol",C22H36O
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,939,318.1805,5.3040005630891205,1.402907,True,True,True,25,asid_816,True,,,
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,965,318.1806,5.618289246499317,1.521703,True,True,False,20,asid_2765,False,Dipeptides,,C17H23N3O3
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,1014,318.1805,5.3040005630891205,1.235037,True,False,True,81,asid_1014,True,,,
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,1284,318.1802,4.361134513215838,1.392854,True,False,False,26,asid_1284,False,,,
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,1437,318.1801,4.046845829805642,1.409275,True,True,False,25,asid_816,False,Dipeptides,2-[2-amino-3-(1H-indol-3-yl)propanamido]-4-methylpentanoic acid,C17H23N3O3
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,1583,318.1805,5.3040005630891205,1.559,True,True,False,21,asid_2058,False,Dipeptides,,C14H27N3O3S
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,2640,318.1803,4.6754231964473805,1.684723,True,False,False,30,asid_2640,True,Dipeptides,2-(2-amino-4-methylpentanamido)-3-(1H-indol-3-yl)propanoic acid,C17H23N3O3
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,3082,318.1801,4.046845829805642,1.713,True,True,True,142,asid_10935,True,,,
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,6284,318.1803,4.6754231964473805,2.001409,True,True,True,104,asid_14545,True,,,
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,7092,318.1839,15.989815795641386,0.53855,True,False,True,40,asid_7092,True,,,
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,8676,318.1803,4.6754231964473805,2.103,True,False,True,88,asid_8676,True,,,
N-C9:0-histidine,histidine,9,short_medium_chain,C15H25N3O3,[M+Na]+,318.1788123794,17199,318.1843,17.246970528924866,0.77605,True,False,True,62,asid_17199,True,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+H]+,318.2097410023,8933,318.2051,-14.584727310271795,4.036786,True,True,True,10,asid_3434,False,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+H]+,318.2097410023,11986,318.2056,-13.013436631321264,4.724065,True,False,True,20,asid_11986,True,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+H]+,318.2097410023,8933,318.2051,-14.584727310271795,4.036786,True,True,True,10,asid_3434,False,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+H]+,318.2097410023,11986,318.2056,-13.013436631321264,4.724065,True,False,True,20,asid_11986,True,,,
N-C11:0-asparagine,asparagine,11,short_medium_chain,C15H28N2O4,[M+NH4]+,318.2387329448,3221,318.2392,1.4676252499333504,5.110988,True,False,True,49,asid_3221,True,,,
N-C10:0-glutamine,glutamine,10,short_medium_chain,C15H28N2O4,[M+NH4]+,318.2387329448,3221,318.2392,1.4676252499333504,5.110988,True,False,True,49,asid_3221,True,,,
N-C10:0-glutamate,glutamate,10,short_medium_chain,C15H27N1O5,[M+NH4]+,319.2227485298,22315,319.2237,2.9805839476521143,5.109518,True,False,True,42,asid_22315,True,,,
N-C11:0-aspartate,aspartate,11,short_medium_chain,C15H27N1O5,[M+NH4]+,319.2227485298,22315,319.2237,2.9805839476521143,5.109518,True,False,True,42,asid_22315,True,,,
N-C11:0-asparagine,asparagine,11,short_medium_chain,C15H28N2O4,[M+Na]+,323.19412809199997,48182,323.1954,3.9354304100262705,4.102,True,False,True,22,asid_48182,True,,,
N-C10:0-glutamine,glutamine,10,short_medium_chain,C15H28N2O4,[M+Na]+,323.19412809199997,48182,323.1954,3.9354304100262705,4.102,True,False,True,22,asid_48182,True,,,
N-C11:0-aspartate,aspartate,11,short_medium_chain,C15H27N1O5,[M+Na]+,324.178143677,27258,324.1794,3.875409322038207,3.478422,True,False,True,14,asid_27258,True,,,
N-C11:0-aspartate,aspartate,11,short_medium_chain,C15H27N1O5,[M+Na]+,324.178143677,37662,324.1794,3.875409322038207,3.546549,True,False,True,9,asid_37662,True,,,
N-C10:0-glutamate,glutamate,10,short_medium_chain,C15H27N1O5,[M+Na]+,324.178143677,27258,324.1794,3.875409322038207,3.478422,True,False,True,14,asid_27258,True,,,
N-C10:0-glutamate,glutamate,10,short_medium_chain,C15H27N1O5,[M+Na]+,324.178143677,37662,324.1794,3.875409322038207,3.546549,True,False,True,9,asid_37662,True,,,
N-C6:0-tryptophan,tryptophan,6,short_medium_chain,C17H22N2O3,[M+Na]+,325.1522632785,10880,325.1535,3.8035149671813158,3.541,True,True,True,26,asid_7573,True,,,
N-C6:0-tryptophan,tryptophan,6,short_medium_chain,C17H22N2O3,[M+Na]+,325.1522632785,12071,325.1538,4.726159628967295,3.201,True,False,True,14,asid_12071,True,,,
N-C6:0-tryptophan,tryptophan,6,short_medium_chain,C17H22N2O3,[M+Na]+,325.1522632785,12191,325.1538,4.726159628967295,3.349222,True,False,True,12,asid_12191,True,,,
N-C6:0-tryptophan,tryptophan,6,short_medium_chain,C17H22N2O3,[M+Na]+,325.1522632785,12987,325.1539,5.0337078496791685,3.651791,True,False,True,25,asid_12987,True,,,
N-C8:0-tyrosine,tyrosine,8,short_medium_chain,C17H25N1O4,[M+NH4]+,325.2121838439,5113,325.2061,-18.707306190351833,0.532218,True,False,False,48,asid_28862,True,,,
N-C14:0-proline,proline,14,long_chain,C19H35N1O3,[M+H]+,326.2689704399,1502,326.2679,-3.28085106759406,7.568,True,True,False,24,asid_2103,False,N-acyl amines,,C19H35NO3
N-C14:0-proline,proline,14,long_chain,C19H35N1O3,[M+H]+,326.2689704399,27571,326.2678,-3.587346655697552,4.847014,True,False,True,103,asid_27571,True,,,
N-C16:0-alanine,alanine,16,long_chain,C19H37N1O3,[M+H]+,328.2846205037,7827,328.2834,-3.717821743118005,5.409,True,False,True,9,asid_7827,True,N-acyl amines,Palmitoyl sarcosine,C19H37NO3
N-C14:0-valine,valine,14,long_chain,C19H37N1O3,[M+H]+,328.2846205037,7827,328.2834,-3.717821743118005,5.409,True,False,True,9,asid_7827,True,N-acyl amines,Palmitoyl sarcosine,C19H37NO3
N-C13:0-leucine,leucine,13,long_chain,C19H37N1O3,[M+H]+,328.2846205037,7827,328.2834,-3.717821743118005,5.409,True,False,True,9,asid_7827,True,N-acyl amines,Palmitoyl sarcosine,C19H37NO3
N-C17:0-glycine,glycine,17,long_chain,C19H37N1O3,[M+H]+,328.2846205037,7827,328.2834,-3.717821743118005,5.409,True,False,True,9,asid_7827,True,N-acyl amines,Palmitoyl sarcosine,C19H37NO3
N-C13:0-isoleucine,isoleucine,13,long_chain,C19H37N1O3,[M+H]+,328.2846205037,7827,328.2834,-3.717821743118005,5.409,True,False,True,9,asid_7827,True,N-acyl amines,Palmitoyl sarcosine,C19H37NO3
N-C10:0-arginine,arginine,10,short_medium_chain,C16H32N4O3,[M+H]+,329.2547173598,15922,329.2542,-1.5713056569698807,3.074599,True,False,True,15,asid_15922,True,,,
N-C8:0-tyrosine,tyrosine,8,short_medium_chain,C17H25N1O4,[M+Na]+,330.16757899109996,31101,330.1653,-6.90252842789801,1.306267,True,False,True,6,asid_31101,True,,,
N-C8:0-tryptophan,tryptophan,8,short_medium_chain,C19H26N2O3,[M+H]+,331.20161915799997,10873,331.1964,-15.758250256315044,1.152235,True,False,True,16,asid_10873,True,Tripeptides,2-[[2-[2-[(2-Amino-3-methylpentanoyl)amino]propanoylamino]acetyl]amino]propanoic acid,C12H28N4O5
N-C14:0-cysteine,cysteine,14,long_chain,C17H33N1O3S1,[M+H]+,332.22539106610003,10712,332.2211,-12.91612927682028,4.724065,True,False,False,19,asid_10712,True,,,
N-C14:0-cysteine,cysteine,14,long_chain,C17H33N1O3S1,[M+H]+,332.22539106610003,29652,332.2212,-12.61512880328379,4.665908,True,False,True,6,asid_29652,True,,,
N-C12:0-methionine,methionine,12,long_chain,C17H33N1O3S1,[M+H]+,332.22539106610003,10712,332.2211,-12.91612927682028,4.724065,True,False,False,19,asid_10712,True,,,
N-C12:0-methionine,methionine,12,long_chain,C17H33N1O3S1,[M+H]+,332.22539106610003,29652,332.2212,-12.61512880328379,4.665908,True,False,True,6,asid_29652,True,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+NH4]+,335.2362901032,4625,335.236,-0.8653693188772265,3.636708,True,True,False,80,asid_1828,False,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+NH4]+,335.2362901032,9538,335.2359,-1.163666379568698,4.152397,True,False,False,8,asid_6362,False,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+NH4]+,335.2362901032,17344,335.2359,-1.163666379568698,3.866372,True,True,True,28,asid_33638,True,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+NH4]+,335.2362901032,4625,335.236,-0.8653693188772265,3.636708,True,True,False,80,asid_1828,False,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+NH4]+,335.2362901032,9538,335.2359,-1.163666379568698,4.152397,True,False,False,8,asid_6362,False,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+NH4]+,335.2362901032,17344,335.2359,-1.163666379568698,3.866372,True,True,True,28,asid_33638,True,,,
N-C13:0-valine,valine,13,long_chain,C18H35N1O3,[M+Na]+,336.25091468799997,15638,336.2525,4.71466970283936,4.815091,True,False,False,11,asid_11364,False,Nitro fatty acids,Elmiric Acid,C20H33NO3
N-C13:0-valine,valine,13,long_chain,C18H35N1O3,[M+Na]+,336.25091468799997,38425,336.2494,-4.504636073307206,4.2755,True,False,True,24,asid_38425,True,,,
N-C12:0-isoleucine,isoleucine,12,long_chain,C18H35N1O3,[M+Na]+,336.25091468799997,15638,336.2525,4.71466970283936,4.815091,True,False,False,11,asid_11364,False,Nitro fatty acids,Elmiric Acid,C20H33NO3
N-C12:0-isoleucine,isoleucine,12,long_chain,C18H35N1O3,[M+Na]+,336.25091468799997,38425,336.2494,-4.504636073307206,4.2755,True,False,True,24,asid_38425,True,,,
N-C12:0-leucine,leucine,12,long_chain,C18H35N1O3,[M+Na]+,336.25091468799997,15638,336.2525,4.71466970283936,4.815091,True,False,False,11,asid_11364,False,Nitro fatty acids,Elmiric Acid,C20H33NO3
N-C12:0-leucine,leucine,12,long_chain,C18H35N1O3,[M+Na]+,336.25091468799997,38425,336.2494,-4.504636073307206,4.2755,True,False,True,24,asid_38425,True,,,
N-C16:0-glycine,glycine,16,long_chain,C18H35N1O3,[M+Na]+,336.25091468799997,15638,336.2525,4.71466970283936,4.815091,True,False,False,11,asid_11364,False,Nitro fatty acids,Elmiric Acid,C20H33NO3
N-C16:0-glycine,glycine,16,long_chain,C18H35N1O3,[M+Na]+,336.25091468799997,38425,336.2494,-4.504636073307206,4.2755,True,False,True,24,asid_38425,True,,,
N-C15:0-alanine,alanine,15,long_chain,C18H35N1O3,[M+Na]+,336.25091468799997,15638,336.2525,4.71466970283936,4.815091,True,False,False,11,asid_11364,False,Nitro fatty acids,Elmiric Acid,C20H33NO3
N-C15:0-alanine,alanine,15,long_chain,C18H35N1O3,[M+Na]+,336.25091468799997,38425,336.2494,-4.504636073307206,4.2755,True,False,True,24,asid_38425,True,,,
N-C11:0-lysine,lysine,11,short_medium_chain,C17H34N2O3,[M+Na]+,337.2461636613,339,337.2512,14.933716799971691,4.036786,True,True,False,140,asid_3434,False,,,
N-C11:0-lysine,lysine,11,short_medium_chain,C17H34N2O3,[M+Na]+,337.2461636613,6544,337.2516,16.119794042988172,4.56495,True,True,False,20,asid_41224,False,,,
N-C11:0-lysine,lysine,11,short_medium_chain,C17H34N2O3,[M+Na]+,337.2461636613,11046,337.2516,16.119794042988172,4.245467,True,True,True,17,asid_27218,True,,,
N-C10:0-phenylalanine,phenylalanine,10,short_medium_chain,C19H29N1O3,[M+NH4]+,337.2485693494,339,337.2512,7.80033138486486,4.036786,True,True,False,140,asid_3434,False,,,
N-C10:0-phenylalanine,phenylalanine,10,short_medium_chain,C19H29N1O3,[M+NH4]+,337.2485693494,6544,337.2516,8.986400167261579,4.56495,True,True,False,20,asid_41224,False,,,
N-C10:0-phenylalanine,phenylalanine,10,short_medium_chain,C19H29N1O3,[M+NH4]+,337.2485693494,11046,337.2516,8.986400167261579,4.245467,True,True,True,17,asid_27218,True,,,
N-C7:0-tryptophan,tryptophan,7,short_medium_chain,C18H24N2O3,[M+Na]+,339.1679133423,19784,339.1693,4.088410623439716,2.893692,True,False,True,7,asid_19784,True,,,
N-C7:0-tryptophan,tryptophan,7,short_medium_chain,C18H24N2O3,[M+Na]+,339.1679133423,22741,339.1689,2.9090537790038313,3.056876,True,False,True,7,asid_22741,True,,,
N-C7:0-tryptophan,tryptophan,7,short_medium_chain,C18H24N2O3,[M+Na]+,339.1679133423,33435,339.1693,4.088410623439716,2.995447,True,True,True,10,asid_15863,False,,,
N-C7:0-tryptophan,tryptophan,7,short_medium_chain,C18H24N2O3,[M+Na]+,339.1679133423,37776,339.1698,5.562606678900774,3.152503,True,False,True,9,asid_37776,True,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,1568,340.1911,-1.7203548039343015,1.773812,True,True,True,43,asid_5662,True,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,1664,340.1914,-0.8384990355879336,1.698302,True,True,False,100,asid_1884,False,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,1748,340.1914,-0.8384990355879336,1.717703,True,True,True,16,asid_1884,False,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,2055,340.1913,-1.132450958314359,1.853103,True,False,False,29,asid_1413,True,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,11201,340.1859,-17.005854789551538,2.664,True,True,True,21,asid_13534,True,,,
N-C11:0-methionine,methionine,11,short_medium_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,44189,340.1857,-17.59375863517148,1.570665,True,False,False,36,asid_44189,False,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,1568,340.1911,-1.7203548039343015,1.773812,True,True,True,43,asid_5662,True,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,1664,340.1914,-0.8384990355879336,1.698302,True,True,False,100,asid_1884,False,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,1748,340.1914,-0.8384990355879336,1.717703,True,True,True,16,asid_1884,False,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,2055,340.1913,-1.132450958314359,1.853103,True,False,False,29,asid_1413,True,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,11201,340.1859,-17.005854789551538,2.664,True,True,True,21,asid_13534,True,,,
N-C13:0-cysteine,cysteine,13,long_chain,C16H31N1O3S1,[M+Na]+,340.1916852504,44189,340.1857,-17.59375863517148,1.570665,True,False,False,36,asid_44189,False,,,
