species_prefix,protein_id,pfam_acc,full_seq_e_value,LOCUSTAG,GENUS,SPECIES,STRAIN
TFCN17329Y4,TFCN17329Y4_005297-T1,PF00743.26,3.3e-12,TFCN17329Y4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-329Y-4
TFCN17329Y4,TFCN17329Y4_006069-T1,PF00743.26,4.4e-10,TFCN17329Y4,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-329Y-4
DBVPG4920,DBVPG4920_003168-T1,PF00743.26,1.3e-36,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_003168-T1,PF00743.26,1.3e-36,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_003168-T1,PF00743.26,1.3e-36,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_003167-T1,PF00743.26,1.8e-35,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_003167-T1,PF00743.26,1.8e-35,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_002709-T1,PF00743.26,2.7e-34,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_001082-T1,PF00743.26,2.9e-22,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_002497-T1,PF00743.26,4.6e-17,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_005293-T1,PF00743.26,3.8e-16,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_007031-T1,PF00743.26,7e-15,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_004494-T1,PF00743.26,8.5e-14,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_007030-T1,PF00743.26,2.4e-12,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
DBVPG4920,DBVPG4920_006986-T1,PF00743.26,9.1e-10,DBVPG4920,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4920
TFCN186DK32,TFCN186DK32_001845-T1,PF00743.26,2.5e-35,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_001845-T1,PF00743.26,2.5e-35,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_001845-T1,PF00743.26,2.5e-35,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_001844-T1,PF00743.26,1.3e-34,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_001844-T1,PF00743.26,1.3e-34,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_002641-T1,PF00743.26,1.3e-34,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_004218-T1,PF00743.26,1.1e-22,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_003013-T1,PF00743.26,6.3e-19,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_004877-T1,PF00743.26,4e-17,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_004905-T1,PF00743.26,4.8e-15,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_006062-T1,PF00743.26,5.7e-15,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
TFCN186DK32,TFCN186DK32_004904-T1,PF00743.26,7e-11,TFCN186DK32,Rhodotorula,Rhodotorula sp. clade XI,TFCN 186DK3-2
DBVPG3778,DBVPG3778_004330-T1,PF00743.26,1.3e-36,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_004330-T1,PF00743.26,1.3e-36,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_004330-T1,PF00743.26,1.3e-36,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_004331-T1,PF00743.26,1.8e-35,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_004331-T1,PF00743.26,1.8e-35,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_003428-T1,PF00743.26,2.7e-34,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_000142-T1,PF00743.26,2.9e-22,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_004038-T1,PF00743.26,4.6e-17,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_003649-T1,PF00743.26,3.8e-16,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_007241-T1,PF00743.26,7e-15,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_004639-T1,PF00743.26,8.5e-14,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_007240-T1,PF00743.26,2.4e-12,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
DBVPG3778,DBVPG3778_006646-T1,PF00743.26,4.4e-10,DBVPG3778,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3778
TFCN86A8,TFCN86A8_002147-T1,PF00743.26,2.8e-36,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8
TFCN86A8,TFCN86A8_002147-T1,PF00743.26,2.8e-36,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8
TFCN86A8,TFCN86A8_004787-T1,PF00743.26,3.9e-35,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8
TFCN86A8,TFCN86A8_006217-T1,PF00743.26,1.8e-27,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8
TFCN86A8,TFCN86A8_003459-T1,PF00743.26,7.3e-17,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8
TFCN86A8,TFCN86A8_006294-T1,PF00743.26,1.4e-16,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8
TFCN86A8,TFCN86A8_004338-T1,PF00743.26,2e-14,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8
TFCN86A8,TFCN86A8_006249-T1,PF00743.26,7.7e-11,TFCN86A8,Rhodotorula,Rhodotorula sphaerocarpa,TFCN 86A-8
TFCN7W2923,TFCN7W2923_002401-T1,PF00743.26,4.5e-37,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_002401-T1,PF00743.26,4.5e-37,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_002400-T1,PF00743.26,1.5e-36,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_002400-T1,PF00743.26,1.5e-36,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_002400-T1,PF00743.26,1.5e-36,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_001293-T1,PF00743.26,3.3e-35,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_002830-T1,PF00743.26,2.5e-22,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_003209-T1,PF00743.26,5.5e-19,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_005616-T1,PF00743.26,5.5e-17,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_005538-T1,PF00743.26,4e-14,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_002516-T1,PF00743.26,6e-14,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN7W2923,TFCN7W2923_005539-T1,PF00743.26,1.7e-09,TFCN7W2923,Rhodotorula,Rhodotorula dairenensis,TFCN 7W-292-3
TFCN25395P1,TFCN25395P1_000722-T1,PF00743.26,7.3e-38,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
TFCN25395P1,TFCN25395P1_000722-T1,PF00743.26,7.3e-38,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
TFCN25395P1,TFCN25395P1_000723-T1,PF00743.26,8.6e-34,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
TFCN25395P1,TFCN25395P1_000723-T1,PF00743.26,8.6e-34,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
TFCN25395P1,TFCN25395P1_000816-T1,PF00743.26,1.3e-29,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
TFCN25395P1,TFCN25395P1_003271-T1,PF00743.26,5.7e-22,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
TFCN25395P1,TFCN25395P1_005375-T1,PF00743.26,3.1e-16,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
TFCN25395P1,TFCN25395P1_000943-T1,PF00743.26,1.9e-15,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
TFCN25395P1,TFCN25395P1_004613-T1,PF00743.26,5.8e-15,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
TFCN25395P1,TFCN25395P1_003512-T1,PF00743.26,6.3e-14,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
TFCN25395P1,TFCN25395P1_004612-T1,PF00743.26,8.8e-11,TFCN25395P1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-395P-1
DBVPG3236,DBVPG3236_003524-T1,PF00743.26,1.3e-36,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_003524-T1,PF00743.26,1.3e-36,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_003524-T1,PF00743.26,1.3e-36,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_003525-T1,PF00743.26,1.7e-35,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_003525-T1,PF00743.26,1.7e-35,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_004566-T1,PF00743.26,3.1e-34,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_002803-T1,PF00743.26,2.7e-22,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_002442-T1,PF00743.26,4.3e-17,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_006849-T1,PF00743.26,5.5e-17,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_004496-T1,PF00743.26,6.6e-15,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_004497-T1,PF00743.26,2e-12,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
DBVPG3236,DBVPG3236_001509-T1,PF00743.26,8.5e-10,DBVPG3236,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3236
TFCN25333Y10,TFCN25333Y10_003693-T1,PF00743.26,5.2e-37,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN25333Y10,TFCN25333Y10_003693-T1,PF00743.26,5.2e-37,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN25333Y10,TFCN25333Y10_003692-T1,PF00743.26,1.2e-33,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN25333Y10,TFCN25333Y10_003692-T1,PF00743.26,1.2e-33,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN25333Y10,TFCN25333Y10_001616-T1,PF00743.26,2.8e-27,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN25333Y10,TFCN25333Y10_004087-T1,PF00743.26,2.3e-22,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN25333Y10,TFCN25333Y10_004435-T1,PF00743.26,3.2e-16,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN25333Y10,TFCN25333Y10_006478-T1,PF00743.26,7e-16,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN25333Y10,TFCN25333Y10_005239-T1,PF00743.26,6e-15,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN25333Y10,TFCN25333Y10_004197-T1,PF00743.26,1.8e-13,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN25333Y10,TFCN25333Y10_005238-T1,PF00743.26,9.1e-11,TFCN25333Y10,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-10
TFCN17Y2781,TFCN17Y2781_003461-T1,PF00743.26,1.3e-36,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_003461-T1,PF00743.26,1.3e-36,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_003461-T1,PF00743.26,1.3e-36,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_003462-T1,PF00743.26,1.8e-35,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_003462-T1,PF00743.26,1.8e-35,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_003559-T1,PF00743.26,3.9e-34,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_002331-T1,PF00743.26,3.8e-22,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_007541-T1,PF00743.26,8.6e-17,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_005093-T1,PF00743.26,3.5e-16,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_000015-T1,PF00743.26,6.3e-15,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_000934-T1,PF00743.26,8.5e-14,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_000016-T1,PF00743.26,3.3e-12,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
TFCN17Y2781,TFCN17Y2781_003017-T1,PF00743.26,9.1e-10,TFCN17Y2781,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17Y-278-1
DBVPG6740,DBVPG6740_005634-T1,PF00743.26,4.4e-38,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_004081-T1,PF00743.26,6.9e-25,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_000297-T1,PF00743.26,1.9e-24,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_001216-T1,PF00743.26,3.4e-16,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_006962-T1,PF00743.26,5e-15,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_003555-T1,PF00743.26,5.7e-13,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_002802-T1,PF00743.26,5.5e-12,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_007080-T1,PF00743.26,3.6e-11,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_007330-T1,PF00743.26,7.2e-11,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_007001-T1,PF00743.26,7.1e-10,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_004749-T1,PF00743.26,1.3e-09,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_007082-T1,PF00743.26,8.9e-09,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_004744-T1,PF00743.26,2.8e-08,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG6740,DBVPG6740_001498-T1,PF00743.26,1.3e-06,DBVPG6740,Pseudomicrostroma,Pseudomicrostroma phylloplanum,DBVPG 6740
DBVPG3983,DBVPG3983_006026-T1,PF00743.26,1.4e-36,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_006026-T1,PF00743.26,1.4e-36,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_006026-T1,PF00743.26,1.4e-36,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_006027-T1,PF00743.26,1.8e-35,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_006027-T1,PF00743.26,1.8e-35,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_003222-T1,PF00743.26,3.2e-34,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_001810-T1,PF00743.26,2.6e-22,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_003377-T1,PF00743.26,4.6e-17,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_000331-T1,PF00743.26,5.8e-17,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_006183-T1,PF00743.26,7e-15,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_001188-T1,PF00743.26,8.4e-14,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_006182-T1,PF00743.26,2.1e-12,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG3983,DBVPG3983_000933-T1,PF00743.26,9e-10,DBVPG3983,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3983
DBVPG6202,DBVPG6202_006955-T1,PF00743.26,2.9e-37,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG6202,DBVPG6202_006955-T1,PF00743.26,2.9e-37,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG6202,DBVPG6202_006955-T1,PF00743.26,2.9e-37,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG6202,DBVPG6202_002230-T1,PF00743.26,2.4e-36,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG6202,DBVPG6202_005489-T1,PF00743.26,1.8e-19,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG6202,DBVPG6202_003022-T1,PF00743.26,3.4e-15,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG6202,DBVPG6202_007036-T1,PF00743.26,8.7e-13,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG6202,DBVPG6202_003493-T1,PF00743.26,3.5e-12,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG6202,DBVPG6202_003496-T1,PF00743.26,4.3e-12,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG6202,DBVPG6202_003065-T1,PF00743.26,6.9e-08,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG6202,DBVPG6202_005970-T1,PF00743.26,8.9e-08,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202
DBVPG3381,DBVPG3381_001527-T1,PF00743.26,1.2e-36,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_001527-T1,PF00743.26,1.2e-36,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_001527-T1,PF00743.26,1.2e-36,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_001528-T1,PF00743.26,1.7e-35,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_001528-T1,PF00743.26,1.7e-35,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_004012-T1,PF00743.26,2.6e-34,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_003339-T1,PF00743.26,2.8e-22,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_007129-T1,PF00743.26,3.4e-16,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_003618-T1,PF00743.26,1.9e-15,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_006051-T1,PF00743.26,6.8e-15,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_000593-T1,PF00743.26,8.2e-14,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_006052-T1,PF00743.26,2.3e-12,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3381,DBVPG3381_004424-T1,PF00743.26,8.8e-10,DBVPG3381,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3381
DBVPG3238,DBVPG3238_000856-T1,PF00743.26,1.2e-36,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_000856-T1,PF00743.26,1.2e-36,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_000856-T1,PF00743.26,1.2e-36,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_000857-T1,PF00743.26,1.7e-35,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_000857-T1,PF00743.26,1.7e-35,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_000951-T1,PF00743.26,2.6e-34,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_003863-T1,PF00743.26,3.3e-22,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_007059-T1,PF00743.26,3.4e-16,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_006466-T1,PF00743.26,1.9e-15,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_007041-T1,PF00743.26,6.8e-15,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_002121-T1,PF00743.26,8.2e-14,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_007040-T1,PF00743.26,2.3e-12,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
DBVPG3238,DBVPG3238_007013-T1,PF00743.26,4.3e-10,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238
TFCN152C5,TFCN152C5_002439-T1,PF00743.26,1.1e-36,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_002439-T1,PF00743.26,1.1e-36,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_002439-T1,PF00743.26,1.1e-36,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_002438-T1,PF00743.26,1.6e-35,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_002438-T1,PF00743.26,1.6e-35,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
TFCN152C5,TFCN152C5_002026-T1,PF00743.26,2.4e-34,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5
