species_prefix,protein_id,pfam_acc,hmm_from,hmm_to,ali_from,ali_to,domain_score,domain_type
TFCN22C4,TFCN22C4_008902-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN22C4,TFCN22C4_009495-T1,PF00550.32,4,65,874,939,30.5,PCP_thiolation
TFCN22C4,TFCN22C4_009495-T1,PF00550.32,2,67,1465,1529,44.7,PCP_thiolation
TFCN22C4,TFCN22C4_003714-T1,PF00550.32,2,67,52,118,54.5,PCP_thiolation
TFCN22C4,TFCN22C4_013661-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN22C4,TFCN22C4_011497-T1,PF00550.32,1,66,972,1037,47.5,PCP_thiolation
TFCN22C4,TFCN22C4_008137-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN100D1,TFCN100D1_004851-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN100D1,TFCN100D1_004851-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN100D1,TFCN100D1_002273-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
DBVPG3382,DBVPG3382_003833-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG3382,DBVPG3382_003833-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG3382,DBVPG3382_002832-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG3382,DBVPG3382_003728-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
TFCN140A3,TFCN140A3_005798-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN140A3,TFCN140A3_005798-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN140A3,TFCN140A3_004936-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN102C1,TFCN102C1_002363-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN102C1,TFCN102C1_002363-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN102C1,TFCN102C1_004738-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
DBVPG3442,DBVPG3442_005364-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG3442,DBVPG3442_005364-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG3442,DBVPG3442_003807-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG3442,DBVPG3442_004825-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
DBVPG6743,DBVPG6743_003013-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG6743,DBVPG6743_003013-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG6743,DBVPG6743_002793-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG6743,DBVPG6743_006002-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
TFCN48D4,TFCN48D4_003086-T1,PF00550.32,14,66,875,927,28.0,PCP_thiolation
TFCN48D4,TFCN48D4_003086-T1,PF00550.32,2,67,1459,1523,41.2,PCP_thiolation
TFCN48D4,TFCN48D4_001974-T1,PF00550.32,2,67,50,116,53.0,PCP_thiolation
TFCN48D4,TFCN48D4_002355-T1,PF00550.32,1,66,960,1025,47.1,PCP_thiolation
TFCN86A12,TFCN86A12_002037-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN86A12,TFCN86A12_002037-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN86A12,TFCN86A12_002673-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN86A12,TFCN86A12_004333-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN134A3,TFCN134A3_004486-T1,PF00550.32,4,65,856,921,32.7,PCP_thiolation
TFCN134A3,TFCN134A3_004486-T1,PF00550.32,2,67,1449,1513,46.7,PCP_thiolation
TFCN134A3,TFCN134A3_000969-T1,PF00550.32,2,67,52,118,53.3,PCP_thiolation
TFCN134A3,TFCN134A3_001187-T1,PF00550.32,1,66,974,1039,48.8,PCP_thiolation
TFCN17338D3,TFCN17338D3_002703-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN17338D3,TFCN17338D3_002703-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN17338D3,TFCN17338D3_003541-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN17338D3,TFCN17338D3_004793-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN4M13,TFCN4M13_003149-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN4M13,TFCN4M13_003149-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN4M13,TFCN4M13_000607-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN4M13,TFCN4M13_005076-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN86A6,TFCN86A6_005301-T1,PF00550.32,4,67,885,952,34.0,PCP_thiolation
TFCN86A6,TFCN86A6_005301-T1,PF00550.32,1,67,1476,1541,47.9,PCP_thiolation
TFCN86A6,TFCN86A6_000599-T1,PF00550.32,2,67,50,116,54.5,PCP_thiolation
TFCN86A6,TFCN86A6_001096-T1,PF00550.32,2,66,965,1029,45.5,PCP_thiolation
DBVPG5229,DBVPG5229_002790-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG5229,DBVPG5229_002790-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG5229,DBVPG5229_005575-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
DBVPG4947,DBVPG4947_005233-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG4947,DBVPG4947_005233-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG4947,DBVPG4947_003642-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG4947,DBVPG4947_004154-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
DBVPG10753,DBVPG10753_008756-T1,PF00550.32,4,67,853,920,35.0,PCP_thiolation
DBVPG10753,DBVPG10753_008756-T1,PF00550.32,1,67,1450,1515,44.6,PCP_thiolation
DBVPG10753,DBVPG10753_007587-T1,PF00550.32,1,65,958,1022,51.7,PCP_thiolation
DBVPG10753,DBVPG10753_003386-T1,PF00550.32,2,67,49,115,52.4,PCP_thiolation
DBVPG4531,DBVPG4531_002390-T1,PF00550.32,4,67,873,940,33.9,PCP_thiolation
DBVPG4531,DBVPG4531_002390-T1,PF00550.32,2,67,1460,1524,45.8,PCP_thiolation
DBVPG4531,DBVPG4531_000162-T1,PF00550.32,2,67,50,116,53.5,PCP_thiolation
DBVPG4531,DBVPG4531_004068-T1,PF00550.32,2,65,969,1032,47.0,PCP_thiolation
TFCN2502E3337,TFCN2502E3337_006570-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN2502E3337,TFCN2502E3337_006570-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN2502E3337,TFCN2502E3337_001477-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN2502E3337,TFCN2502E3337_001642-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
DBVPG3090,DBVPG3090_007451-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG3090,DBVPG3090_007451-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG3090,DBVPG3090_006754-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG3090,DBVPG3090_000992-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
DBVPG10619,DBVPG10619_002295-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG10619,DBVPG10619_002295-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG10619,DBVPG10619_005529-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
DBVPG3044,DBVPG3044_007341-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG3044,DBVPG3044_007341-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG3044,DBVPG3044_000647-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG3044,DBVPG3044_002291-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
DBVPG7539,DBVPG7539_006110-T1,PF00550.32,4,67,855,922,35.0,PCP_thiolation
DBVPG7539,DBVPG7539_006110-T1,PF00550.32,2,67,1455,1519,43.6,PCP_thiolation
DBVPG7539,DBVPG7539_005608-T1,PF00550.32,1,65,958,1022,52.2,PCP_thiolation
DBVPG7539,DBVPG7539_001618-T1,PF00550.32,2,67,49,115,52.4,PCP_thiolation
DBVPG4534,DBVPG4534_003733-T1,PF00550.32,4,65,874,939,30.5,PCP_thiolation
DBVPG4534,DBVPG4534_003733-T1,PF00550.32,2,67,1465,1529,44.7,PCP_thiolation
DBVPG4534,DBVPG4534_003283-T1,PF00550.32,2,67,52,118,54.5,PCP_thiolation
DBVPG4534,DBVPG4534_006136-T1,PF00550.32,1,66,972,1037,47.5,PCP_thiolation
TFCN0520422,TFCN0520422_003224-T1,PF00550.32,4,67,869,936,33.8,PCP_thiolation
TFCN0520422,TFCN0520422_003224-T1,PF00550.32,2,67,1456,1520,43.2,PCP_thiolation
TFCN0520422,TFCN0520422_005121-T1,PF00550.32,2,67,50,116,53.5,PCP_thiolation
TFCN0520422,TFCN0520422_000315-T1,PF00550.32,2,65,969,1032,47.0,PCP_thiolation
DBVPG6121,DBVPG6121_002960-T1,PF00550.32,4,65,849,914,29.0,PCP_thiolation
DBVPG6121,DBVPG6121_002960-T1,PF00550.32,1,67,1441,1506,52.4,PCP_thiolation
DBVPG6121,DBVPG6121_003619-T1,PF00550.32,2,67,48,114,47.8,PCP_thiolation
DBVPG6121,DBVPG6121_005180-T1,PF00550.32,2,65,971,1034,46.0,PCP_thiolation
TFCN89D3,TFCN89D3_002952-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN89D3,TFCN89D3_002952-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN89D3,TFCN89D3_003605-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN89D3,TFCN89D3_003438-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
DBVPG3773,DBVPG3773_001476-T1,PF00550.32,4,65,881,946,35.0,PCP_thiolation
DBVPG3773,DBVPG3773_001476-T1,PF00550.32,3,67,1473,1536,46.5,PCP_thiolation
DBVPG3773,DBVPG3773_002042-T1,PF00550.32,2,67,50,116,53.3,PCP_thiolation
DBVPG3773,DBVPG3773_001308-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
TFCN17334C1,TFCN17334C1_003235-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN17334C1,TFCN17334C1_003235-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN17334C1,TFCN17334C1_002308-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN17334C1,TFCN17334C1_005064-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
DBVPG3857,DBVPG3857_006431-T1,PF00550.32,4,65,875,940,30.9,PCP_thiolation
DBVPG3857,DBVPG3857_006431-T1,PF00550.32,2,67,1466,1530,45.8,PCP_thiolation
DBVPG3857,DBVPG3857_008684-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG3857,DBVPG3857_013372-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG3857,DBVPG3857_014836-T1,PF00550.32,1,66,560,625,49.3,PCP_thiolation
DBVPG3857,DBVPG3857_010404-T1,PF00550.32,1,66,560,625,49.3,PCP_thiolation
DBVPG3857,DBVPG3857_014384-T1,PF00550.32,2,67,105,169,49.4,PCP_thiolation
DBVPG3857,DBVPG3857_012363-T1,PF00550.32,4,65,874,939,32.2,PCP_thiolation
DBVPG6742,DBVPG6742_003986-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG6742,DBVPG6742_003986-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG6742,DBVPG6742_007410-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG6742,DBVPG6742_006515-T1,PF00550.32,1,66,970,1035,47.1,PCP_thiolation
TFCN172A1,TFCN172A1_004903-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN172A1,TFCN172A1_004903-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN172A1,TFCN172A1_000291-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN172A1,TFCN172A1_005201-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
DBVPG4201,DBVPG4201_004934-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG4201,DBVPG4201_004934-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG4201,DBVPG4201_000812-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG4201,DBVPG4201_002487-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN17328P3,TFCN17328P3_005454-T1,PF00550.32,4,67,872,944,31.5,PCP_thiolation
TFCN17328P3,TFCN17328P3_005454-T1,PF00550.32,1,67,1483,1548,49.0,PCP_thiolation
TFCN17328P3,TFCN17328P3_004381-T1,PF00550.32,2,67,53,119,54.8,PCP_thiolation
TFCN17328P3,TFCN17328P3_000364-T1,PF00550.32,2,65,982,1045,47.6,PCP_thiolation
TFCN17328P3,TFCN17328P3_003713-T1,PF00550.32,3,67,574,640,46.2,PCP_thiolation
TFCN36312,TFCN36312_006448-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN36312,TFCN36312_006448-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN36312,TFCN36312_005111-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN36312,TFCN36312_005380-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN2502E3335,TFCN2502E3335_003753-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN2502E3335,TFCN2502E3335_003753-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN2502E3335,TFCN2502E3335_002073-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN2502E3335,TFCN2502E3335_005287-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN122C2,TFCN122C2_005727-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN122C2,TFCN122C2_005727-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN122C2,TFCN122C2_005346-T1,PF00550.32,1,66,970,1035,47.1,PCP_thiolation
TFCN17334Y5,TFCN17334Y5_008476-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN17334Y5,TFCN17334Y5_008476-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN17334Y5,TFCN17334Y5_008608-T1,PF00550.32,4,65,874,939,30.5,PCP_thiolation
TFCN17334Y5,TFCN17334Y5_008608-T1,PF00550.32,2,67,1465,1529,44.7,PCP_thiolation
TFCN17334Y5,TFCN17334Y5_002285-T1,PF00550.32,2,67,52,118,54.5,PCP_thiolation
TFCN17334Y5,TFCN17334Y5_000695-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN17334Y5,TFCN17334Y5_002961-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
TFCN17334Y5,TFCN17334Y5_009749-T1,PF00550.32,1,66,972,1037,47.5,PCP_thiolation
TFCN110C1,TFCN110C1_003378-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN110C1,TFCN110C1_003378-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN110C1,TFCN110C1_001148-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN110C1,TFCN110C1_003226-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
DBVPG3853,DBVPG3853_000391-T1,PF00550.32,4,65,864,929,35.0,PCP_thiolation
DBVPG3853,DBVPG3853_000391-T1,PF00550.32,3,67,1456,1519,46.5,PCP_thiolation
DBVPG3853,DBVPG3853_001009-T1,PF00550.32,2,67,50,116,53.3,PCP_thiolation
DBVPG3853,DBVPG3853_004574-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
TFCN3M11,TFCN3M11_002694-T1,PF00550.32,4,65,875,940,32.7,PCP_thiolation
TFCN3M11,TFCN3M11_002694-T1,PF00550.32,2,67,1468,1532,46.6,PCP_thiolation
TFCN3M11,TFCN3M11_000796-T1,PF00550.32,2,67,52,118,53.3,PCP_thiolation
TFCN3M11,TFCN3M11_008667-T1,PF00550.32,1,66,79,144,49.7,PCP_thiolation
TFCN3M11,TFCN3M11_003553-T1,PF00550.32,1,66,974,1039,48.8,PCP_thiolation
TFCN3M11,TFCN3M11_006832-T1,PF00550.32,4,65,649,714,33.2,PCP_thiolation
DBVPG4377,DBVPG4377_003643-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG4377,DBVPG4377_003643-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG4377,DBVPG4377_007283-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG4377,DBVPG4377_004528-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
DBVPG3780,DBVPG3780_005306-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG3780,DBVPG3780_005306-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG3780,DBVPG3780_002902-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG3780,DBVPG3780_004858-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
TFCN152A4,TFCN152A4_003461-T1,PF00550.32,4,66,859,925,30.1,PCP_thiolation
TFCN152A4,TFCN152A4_003461-T1,PF00550.32,1,67,1451,1516,53.1,PCP_thiolation
TFCN152A4,TFCN152A4_003978-T1,PF00550.32,2,67,48,114,52.6,PCP_thiolation
TFCN152A4,TFCN152A4_005642-T1,PF00550.32,2,65,969,1032,44.4,PCP_thiolation
TFCN792,TFCN792_001707-T1,PF00550.32,4,67,866,933,26.9,PCP_thiolation
TFCN792,TFCN792_001707-T1,PF00550.32,2,67,1470,1534,41.1,PCP_thiolation
TFCN792,TFCN792_006108-T1,PF00550.32,3,67,52,118,53.2,PCP_thiolation
TFCN792,TFCN792_001847-T1,PF00550.32,2,67,53,119,53.1,PCP_thiolation
TFCN792,TFCN792_005343-T1,PF00550.32,2,65,763,826,50.6,PCP_thiolation
DBVPG10348,DBVPG10348_001816-T1,PF00550.32,4,66,878,944,33.6,PCP_thiolation
DBVPG10348,DBVPG10348_001816-T1,PF00550.32,2,67,1468,1532,46.7,PCP_thiolation
DBVPG10348,DBVPG10348_000568-T1,PF00550.32,2,67,50,116,53.5,PCP_thiolation
DBVPG10348,DBVPG10348_006144-T1,PF00550.32,1,66,972,1037,48.8,PCP_thiolation
TFCN20962,TFCN20962_003641-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN20962,TFCN20962_003641-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN20962,TFCN20962_003396-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
DBVPG6741,DBVPG6741_003171-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG6741,DBVPG6741_003171-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG6741,DBVPG6741_003317-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG6741,DBVPG6741_004341-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN793,TFCN793_001450-T1,PF00550.32,4,67,866,933,27.5,PCP_thiolation
TFCN793,TFCN793_001450-T1,PF00550.32,2,67,1470,1534,41.2,PCP_thiolation
TFCN793,TFCN793_003623-T1,PF00550.32,2,65,195,258,51.6,PCP_thiolation
TFCN793,TFCN793_001246-T1,PF00550.32,2,67,767,833,48.5,PCP_thiolation
TFCN793,TFCN793_008720-T1,PF00550.32,17,67,4,57,47.1,PCP_thiolation
DBVPG4946,DBVPG4946_006247-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG4946,DBVPG4946_006247-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG4946,DBVPG4946_001685-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG4946,DBVPG4946_004678-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
TFCN17333P6,TFCN17333P6_005236-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN17333P6,TFCN17333P6_005236-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN17333P6,TFCN17333P6_003081-T1,PF00550.32,4,65,874,939,30.6,PCP_thiolation
TFCN17333P6,TFCN17333P6_003081-T1,PF00550.32,2,67,1439,1503,44.7,PCP_thiolation
TFCN17333P6,TFCN17333P6_004400-T1,PF00550.32,2,67,52,118,54.5,PCP_thiolation
TFCN17333P6,TFCN17333P6_012395-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN17333P6,TFCN17333P6_010206-T1,PF00550.32,1,66,972,1037,47.5,PCP_thiolation
TFCN17333P6,TFCN17333P6_010504-T1,PF00550.32,1,66,970,1035,47.1,PCP_thiolation
DBVPG4963,DBVPG4963_001221-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG4963,DBVPG4963_001221-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG4963,DBVPG4963_001412-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG4963,DBVPG4963_005481-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
DBVPG4618,DBVPG4618_004171-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG4618,DBVPG4618_004171-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG4618,DBVPG4618_006629-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG4618,DBVPG4618_006540-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
TFCN98C3,TFCN98C3_006128-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN98C3,TFCN98C3_006128-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN98C3,TFCN98C3_007219-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN98C3,TFCN98C3_004162-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN25334Y6,TFCN25334Y6_004329-T1,PF00550.32,4,65,874,939,30.5,PCP_thiolation
TFCN25334Y6,TFCN25334Y6_004329-T1,PF00550.32,2,67,1465,1529,44.7,PCP_thiolation
TFCN25334Y6,TFCN25334Y6_003771-T1,PF00550.32,2,67,52,118,54.5,PCP_thiolation
TFCN25334Y6,TFCN25334Y6_002102-T1,PF00550.32,1,66,972,1037,47.5,PCP_thiolation
DBVPG3768,DBVPG3768_001497-T1,PF00550.32,4,65,881,946,35.0,PCP_thiolation
DBVPG3768,DBVPG3768_001497-T1,PF00550.32,3,67,1473,1536,46.5,PCP_thiolation
DBVPG3768,DBVPG3768_000180-T1,PF00550.32,2,67,50,116,53.3,PCP_thiolation
DBVPG3768,DBVPG3768_002378-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
DBVPG7316,DBVPG7316_007359-T1,PF00550.32,14,66,746,798,28.2,PCP_thiolation
DBVPG7316,DBVPG7316_007359-T1,PF00550.32,2,67,1330,1394,41.4,PCP_thiolation
DBVPG7316,DBVPG7316_002959-T1,PF00550.32,2,67,50,116,53.0,PCP_thiolation
DBVPG7316,DBVPG7316_005653-T1,PF00550.32,1,66,960,1025,47.1,PCP_thiolation
DBVPG7316,DBVPG7316_005585-T1,PF00550.32,3,67,557,623,45.0,PCP_thiolation
DBVPG4945,DBVPG4945_006910-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG4945,DBVPG4945_006910-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG4945,DBVPG4945_002423-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG4945,DBVPG4945_003388-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
TFCN43A4,TFCN43A4_007072-T1,PF00550.32,14,66,875,927,28.0,PCP_thiolation
TFCN43A4,TFCN43A4_007072-T1,PF00550.32,2,67,1459,1523,41.2,PCP_thiolation
TFCN43A4,TFCN43A4_001950-T1,PF00550.32,2,67,50,116,53.0,PCP_thiolation
TFCN43A4,TFCN43A4_000426-T1,PF00550.32,1,66,960,1025,47.1,PCP_thiolation
TFCN43A4,TFCN43A4_000356-T1,PF00550.32,3,67,557,623,45.0,PCP_thiolation
TFCN3422,TFCN3422_003346-T1,PF00550.32,4,66,860,927,31.2,PCP_thiolation
TFCN3422,TFCN3422_003346-T1,PF00550.32,2,67,1459,1523,41.8,PCP_thiolation
TFCN3422,TFCN3422_002533-T1,PF00550.32,2,67,50,116,53.0,PCP_thiolation
TFCN3422,TFCN3422_001139-T1,PF00550.32,1,66,960,1025,49.0,PCP_thiolation
DBVPG3777,DBVPG3777_002273-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
DBVPG3777,DBVPG3777_002273-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
DBVPG3777,DBVPG3777_002092-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
DBVPG3777,DBVPG3777_004972-T1,PF00550.32,1,66,970,1035,48.8,PCP_thiolation
TFCN48A10,TFCN48A10_006278-T1,PF00550.32,14,66,777,829,28.1,PCP_thiolation
TFCN48A10,TFCN48A10_006278-T1,PF00550.32,2,67,1361,1425,41.3,PCP_thiolation
TFCN48A10,TFCN48A10_002340-T1,PF00550.32,2,67,50,116,53.0,PCP_thiolation
TFCN48A10,TFCN48A10_001863-T1,PF00550.32,1,66,960,1025,47.1,PCP_thiolation
TFCN48A10,TFCN48A10_001795-T1,PF00550.32,3,67,557,623,45.0,PCP_thiolation
TFCN17332C1,TFCN17332C1_001803-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN17332C1,TFCN17332C1_001803-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN17332C1,TFCN17332C1_000592-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN17332C1,TFCN17332C1_004765-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN25332P2,TFCN25332P2_005372-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN25332P2,TFCN25332P2_005372-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN25332P2,TFCN25332P2_002019-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN21364,TFCN21364_003028-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN21364,TFCN21364_003028-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
TFCN21364,TFCN21364_000528-T1,PF00550.32,2,67,52,118,53.4,PCP_thiolation
TFCN21364,TFCN21364_002589-T1,PF00550.32,1,66,970,1035,47.2,PCP_thiolation
TFCN17334Y2,TFCN17334Y2_003451-T1,PF00550.32,4,65,874,939,32.0,PCP_thiolation
TFCN17334Y2,TFCN17334Y2_003451-T1,PF00550.32,2,67,1465,1529,45.8,PCP_thiolation
