sseqid,species_prefix,GENUS,SPECIES,STRAIN,pident,qcovhsp,scovhsp,evalue,bitscore,is_ortholog
TFCN20962_003396-T1,TFCN20962,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN20964_003551-T1,TFCN20964,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-4,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN20965_004827-T1,TFCN20965,Rhodotorula,Rhodotorula mucilaginosa,TFCN 209-6-5,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN2502E3339_005308-T1,TFCN2502E3339,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E333-9,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN2502E3901_006501-T1,TFCN2502E3901,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-0-2E390-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25325Y1_003002-T1,TFCN25325Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-325Y-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25327D1_003175-T1,TFCN25327D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-327D-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25331D1_003287-T1,TFCN25331D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-331D-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25332C1_003055-T1,TFCN25332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332C-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25332D1_003320-T1,TFCN25332D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332D-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25332M1_003114-T1,TFCN25332M1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332M-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25332P2_002019-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25332Y1_004772-T1,TFCN25332Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332Y-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25333C2_002248-T1,TFCN25333C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333C-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25333P2_002805-T1,TFCN25333P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333P-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25333Y9_004243-T1,TFCN25333Y9,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-333Y-9,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25335Y1_002805-T1,TFCN25335Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-335Y-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25337M3_003830-T1,TFCN25337M3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337M-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN25337Y1_003647-T1,TFCN25337Y1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-337Y-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN270H2_004747-T1,TFCN270H2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 270H-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN273H1_005231-T1,TFCN273H1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 273H-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN2M14_005101-T1,TFCN2M14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 2M-1-4,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN3401_006004-T1,TFCN3401,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN3403_006094-T1,TFCN3403,Rhodotorula,Rhodotorula mucilaginosa,TFCN 340-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN3423_004628-T1,TFCN3423,Rhodotorula,Rhodotorula mucilaginosa,TFCN 342-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN36312_005380-T1,TFCN36312,Rhodotorula,Rhodotorula mucilaginosa,TFCN 363-1-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN404D1_006907-T1,TFCN404D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 404D-1,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN4M12_004737-T1,TFCN4M12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN4M13_005076-T1,TFCN4M13,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN4M15_003228-T1,TFCN4M15,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-5,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN54D1_002178-T1,TFCN54D1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-1,25.1,32.6,33.0,2.12e-13,82.0,False
TFCN54D2_004447-T1,TFCN54D2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 54D-2,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN86A12_004333-T1,TFCN86A12,Rhodotorula,Rhodotorula mucilaginosa,TFCN 86A-12,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN86A3_003754-T1,TFCN86A3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 86A-3,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN89D3_003438-T1,TFCN89D3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 89D-3,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG3444_014522-T1,DBVPG3444,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3444,25.1,32.6,44.7,1.9e-13,82.0,False
DBVPG10619_005529-T1,DBVPG10619,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10619,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG10780_001479-T1,DBVPG10780,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10780,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG10886_005856-T1,DBVPG10886,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 10886,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG3238_002515-T1,DBVPG3238,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3238,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG4201_002487-T1,DBVPG4201,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4201,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG4202_004486-T1,DBVPG4202,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4202,25.4,27.4,27.9,2.12e-13,82.0,False
DBVPG4203_005605-T1,DBVPG4203,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4203,25.4,27.4,27.9,2.12e-13,82.0,False
TFCN1A14_002111-T1,TFCN1A14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 1A-14,25.1,32.6,32.9,2.12e-13,82.0,False
TFCN3M11_003553-T1,TFCN3M11,Rhodotorula,Rhodotorula mucilaginosa,TFCN 3M-1-1,25.1,32.6,32.9,2.12e-13,82.0,False
DBVPG4669_005066-T1,DBVPG4669,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4669,25.4,27.4,27.5,2.13e-13,82.0,False
DBVPG6093_004611-T1,DBVPG6093,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6093,25.4,27.4,27.5,2.13e-13,82.0,False
DBVPG6742_006515-T1,DBVPG6742,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 6742,25.4,27.4,27.5,2.13e-13,82.0,False
OM429_004821-T1,OM429,Rhodotorula,Rhodotorula mucilaginosa,NRRL Y-2510,25.1,32.6,32.5,2.13e-13,82.0,False
TFCN105A2_003670-T1,TFCN105A2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 105A-2,25.4,27.4,27.5,2.13e-13,82.0,False
TFCN107A6_004636-T1,TFCN107A6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 107A-6,25.4,27.4,27.5,2.13e-13,82.0,False
TFCN122C2_005346-T1,TFCN122C2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 122C-2,25.4,27.4,27.5,2.13e-13,82.0,False
TFCN17333P6_010504-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,25.4,27.4,27.5,2.13e-13,82.0,False
TFCN4M14_004375-T1,TFCN4M14,Rhodotorula,Rhodotorula mucilaginosa,TFCN 4M-1-4,25.4,27.4,27.5,2.13e-13,82.0,False
TFCN152C5_003669-T1,TFCN152C5,Rhodotorula,Rhodotorula mucilaginosa,TFCN 152C-5,25.4,27.4,14.6,2.43e-13,82.0,False
TFCN21362_001474-T1,TFCN21362,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-2,25.4,27.4,14.6,2.43e-13,82.0,False
DBVPG3856_013093-T1,DBVPG3856,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3856,25.5,27.4,38.3,2.47e-13,81.6,False
DBVPG3857_014836-T1,DBVPG3857,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3857,25.5,27.4,38.3,2.47e-13,81.6,False
DBVPG3854_001431-T1,DBVPG3854,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3854,25.5,27.4,27.9,2.78e-13,81.6,False
DBVPG6195_001026-T1,DBVPG6195,Rhodotorula,Rhodotorula diobovata,DBVPG 6195,26.0,32.6,33.3,3.64e-13,81.3,False
DBVPG6202_001053-T1,DBVPG6202,Rhodotorula,Rhodotorula diobovata,DBVPG 6202,26.0,32.6,33.3,3.64e-13,81.3,False
TFCN17334Y6_000445-T1,TFCN17334Y6,Rhodotorula,Rhodotorula diobovata,TFCN 17-334Y-6,26.0,32.6,33.3,3.64e-13,81.3,False
TFCN25335C1_000040-T1,TFCN25335C1,Rhodotorula,Rhodotorula diobovata,TFCN 25-335C-1,26.0,32.6,33.3,3.64e-13,81.3,False
TFCN25335P1_000254-T1,TFCN25335P1,Rhodotorula,Rhodotorula diobovata,TFCN 25-335P-1,26.0,32.6,33.3,3.64e-13,81.3,False
DBVPG7922_002332-T1,DBVPG7922,Rhodotorula,Rhodotorula evergladensis,DBVPG 7922,23.5,43.1,42.7,4.77e-13,80.9,False
DBVPG6083_005759-T1,DBVPG6083,Rhodotorula,Rhodotorula graminis,DBVPG 6083,25.4,27.4,28.4,6.27e-13,80.5,False
OM441_005104-T1,OM441,Rhodotorula,Rhodotorula graminis,NRRL Y-2474,25.4,27.4,28.4,6.27e-13,80.5,False
DBVPG4380_013975-T1,DBVPG4380,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4380,25.4,27.2,66.1,4.9e-13,80.1,False
DBVPG6081_006164-T1,DBVPG6081,Rhodotorula,Rhodotorula glutinis,DBVPG 6081,25.4,27.4,28.4,1.07e-12,79.7,False
DBVPG8058_001794-T1,DBVPG8058,Rhodotorula,Rhodotorula sp. clade I,DBVPG 8058,25.2,32.6,33.3,1.85e-12,79.0,False
TFCN17328C3_000603-T1,TFCN17328C3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328C-3,25.2,32.6,33.3,1.85e-12,79.0,False
TFCN17328P3_000364-T1,TFCN17328P3,Rhodotorula,Rhodotorula sp. clade I,TFCN 17-328P-3,25.2,32.6,33.3,1.85e-12,79.0,False
TFCN222A2_002597-T1,TFCN222A2,Rhodotorula,Rhodotorula sp. clade I,TFCN 222A-2,25.2,32.6,33.3,1.85e-12,79.0,False
TFCN25333D1_000841-T1,TFCN25333D1,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333D-1,25.2,32.6,33.3,1.85e-12,79.0,False
TFCN25333D5_001707-T1,TFCN25333D5,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333D-5,25.2,32.6,33.3,1.85e-12,79.0,False
TFCN25333Y2_000088-T1,TFCN25333Y2,Rhodotorula,Rhodotorula sp. clade I,TFCN 25-333Y-2,25.2,32.6,33.3,1.85e-12,79.0,False
TFCN86C7_002110-T1,TFCN86C7,Rhodotorula,Rhodotorula sp. clade I,TFCN 86C-7,25.2,32.6,33.3,1.85e-12,79.0,False
DBVPG10075_004503-T1,DBVPG10075,Cystobasidium,Cystobasidium sp.,DBVPG 10075,23.9,32.6,32.6,4.12e-12,77.8,False
OM447_005638-T1,OM447,Rhodotorula,Rhodotorula dairenensis,NRRL Y-2504,28.6,15.9,15.9,6.12e-11,73.9,False
TFCN152D4_006345-T1,TFCN152D4,Rhodotorula,Rhodotorula toruloides,TFCN 152D-4,29.8,15.9,24.6,2.64e-10,71.6,False
DBVPG7021_000824-T1,DBVPG7021,Rhodotorula,Rhodotorula graminis,DBVPG 7021,31.1,10.7,17.3,3.09e-09,68.2,False
TFCN793_003623-T1,TFCN793,Rhodotorula,Rhodotorula diobovata,TFCN 7-9-3,30.0,15.7,32.2,4.62e-09,67.4,False
TFCN792_005343-T1,TFCN792,Rhodotorula,Rhodotorula diobovata,TFCN 7-9-2,30.0,15.7,18.1,5.87e-09,67.4,False
DBVPG10383_006555-T1,DBVPG10383,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 10383,25.0,20.5,57.6,1.47e-06,58.9,False
DBVPG10753_001456-T1,DBVPG10753,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 10753,25.0,20.5,47.6,1.69e-06,58.9,False
DBVPG7539_003038-T1,DBVPG7539,Rhodotorula,Rhodotorula kratochvilovae,DBVPG 7539,25.0,20.5,49.7,2.84e-06,58.2,False
