gene,pfam_acc,protein_id,species_prefix,GENUS,SPECIES,STRAIN,full_seq_e_value,full_seq_score
laccase/multicopper-oxidase,PF00394.29,TFCN17333P6_011470-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,1e-26,93.6
laccase/multicopper-oxidase,PF00394.29,TFCN17333P6_011066-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,1.1e-21,77.3
laccase/multicopper-oxidase,PF00394.29,TFCN17333P6_010530-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,1.8e-20,73.3
laccase/multicopper-oxidase,PF07731.21,TFCN17333P6_007301-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,2e-38,130.9
laccase/multicopper-oxidase,PF07731.21,TFCN17333P6_007290-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,8.5e-38,128.9
laccase/multicopper-oxidase,PF07731.21,TFCN17333P6_009971-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,1.9e-37,127.8
laccase/multicopper-oxidase,PF07731.21,TFCN17333P6_002284-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,4.9e-31,107.0
laccase/multicopper-oxidase,PF07731.21,TFCN17333P6_011066-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,7.1e-30,103.3
laccase/multicopper-oxidase,PF07731.21,TFCN17333P6_011470-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,1.4e-19,69.9
laccase/multicopper-oxidase,PF07731.21,TFCN17333P6_010530-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,9.9e-09,34.8
laccase/multicopper-oxidase,PF07732.22,TFCN17333P6_011066-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,2.3e-46,156.5
laccase/multicopper-oxidase,PF07732.22,TFCN17333P6_010530-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,5.1e-41,139.2
laccase/multicopper-oxidase,PF07732.22,TFCN17333P6_002284-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,8.4e-41,138.5
laccase/multicopper-oxidase,PF07732.22,TFCN17333P6_012093-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,1.7e-40,137.5
laccase/multicopper-oxidase,PF07732.22,TFCN17333P6_007301-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,5.9e-40,135.8
laccase/multicopper-oxidase,PF07732.22,TFCN17333P6_011470-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,3.7e-39,133.2
laccase/multicopper-oxidase,PF07732.22,TFCN17333P6_007290-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,4.8e-36,123.1
laccase/multicopper-oxidase,PF07732.22,TFCN17333P6_009971-T1,TFCN17333P6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-333P-6,1.2e-35,121.9
laccase/multicopper-oxidase,PF00394.29,DBVPG4963_003639-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,1.1e-40,138.1
laccase/multicopper-oxidase,PF00394.29,DBVPG4963_003628-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,7.1e-29,99.7
laccase/multicopper-oxidase,PF00394.29,DBVPG4963_004752-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,1.4e-27,95.5
laccase/multicopper-oxidase,PF00394.29,DBVPG4963_007550-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,6.2e-22,77.2
laccase/multicopper-oxidase,PF07731.21,DBVPG4963_003628-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,3e-39,132.7
laccase/multicopper-oxidase,PF07731.21,DBVPG4963_003639-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,9.5e-38,127.8
laccase/multicopper-oxidase,PF07731.21,DBVPG4963_004752-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,2.8e-31,106.9
laccase/multicopper-oxidase,PF07731.21,DBVPG4963_007550-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,1.3e-29,101.5
laccase/multicopper-oxidase,PF07732.22,DBVPG4963_007550-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,2.8e-46,155.2
laccase/multicopper-oxidase,PF07732.22,DBVPG4963_004752-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,4.6e-41,138.4
laccase/multicopper-oxidase,PF07732.22,DBVPG4963_003628-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,4.2e-40,135.3
laccase/multicopper-oxidase,PF07732.22,DBVPG4963_003639-T1,DBVPG4963,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4963,6.1e-36,121.9
laccase/multicopper-oxidase,PF00394.29,DBVPG4618_005453-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,7.1e-41,138.7
laccase/multicopper-oxidase,PF00394.29,DBVPG4618_005464-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,4.1e-35,120.0
laccase/multicopper-oxidase,PF00394.29,DBVPG4618_001793-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,1.4e-27,95.5
laccase/multicopper-oxidase,PF00394.29,DBVPG4618_002570-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,5.5e-22,77.3
laccase/multicopper-oxidase,PF07731.21,DBVPG4618_005453-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,6.1e-38,128.5
laccase/multicopper-oxidase,PF07731.21,DBVPG4618_005464-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,8.6e-37,124.7
laccase/multicopper-oxidase,PF07731.21,DBVPG4618_001793-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,2.6e-31,107.0
laccase/multicopper-oxidase,PF07731.21,DBVPG4618_002570-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,3.7e-30,103.3
laccase/multicopper-oxidase,PF07732.22,DBVPG4618_002570-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,1.2e-46,156.5
laccase/multicopper-oxidase,PF07732.22,DBVPG4618_001793-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,4.3e-41,138.5
laccase/multicopper-oxidase,PF07732.22,DBVPG4618_005464-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,5e-40,135.1
laccase/multicopper-oxidase,PF07732.22,DBVPG4618_005453-T1,DBVPG4618,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4618,4.4e-36,122.3
laccase/multicopper-oxidase,PF00394.29,TFCN98C3_003854-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,6.8e-41,138.7
laccase/multicopper-oxidase,PF00394.29,TFCN98C3_003843-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,4.6e-35,119.8
laccase/multicopper-oxidase,PF00394.29,TFCN98C3_002196-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,1.3e-27,95.5
laccase/multicopper-oxidase,PF00394.29,TFCN98C3_007297-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,5.7e-22,77.2
laccase/multicopper-oxidase,PF07731.21,TFCN98C3_003843-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,2.5e-39,132.9
laccase/multicopper-oxidase,PF07731.21,TFCN98C3_003854-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,5.8e-38,128.5
laccase/multicopper-oxidase,PF07731.21,TFCN98C3_002196-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,2.5e-31,107.0
laccase/multicopper-oxidase,PF07731.21,TFCN98C3_007297-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,8.4e-30,102.0
laccase/multicopper-oxidase,PF07732.22,TFCN98C3_007297-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,1.8e-46,155.8
laccase/multicopper-oxidase,PF07732.22,TFCN98C3_002196-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,4.2e-41,138.5
laccase/multicopper-oxidase,PF07732.22,TFCN98C3_003843-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,4.2e-40,135.2
laccase/multicopper-oxidase,PF07732.22,TFCN98C3_003854-T1,TFCN98C3,Rhodotorula,Rhodotorula mucilaginosa,TFCN 98C-3,4.2e-36,122.3
laccase/multicopper-oxidase,PF00394.29,TFCN25334Y6_002180-T1,TFCN25334Y6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334Y-6,2.7e-41,139.9
laccase/multicopper-oxidase,PF00394.29,TFCN25334Y6_002169-T1,TFCN25334Y6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334Y-6,2.4e-34,117.3
laccase/multicopper-oxidase,PF00394.29,TFCN25334Y6_000683-T1,TFCN25334Y6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334Y-6,4.6e-27,93.6
laccase/multicopper-oxidase,PF07731.21,TFCN25334Y6_002169-T1,TFCN25334Y6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334Y-6,9.3e-39,130.9
laccase/multicopper-oxidase,PF07731.21,TFCN25334Y6_002180-T1,TFCN25334Y6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334Y-6,2.1e-38,129.8
laccase/multicopper-oxidase,PF07731.21,TFCN25334Y6_000683-T1,TFCN25334Y6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334Y-6,6.2e-20,70.0
laccase/multicopper-oxidase,PF07732.22,TFCN25334Y6_002169-T1,TFCN25334Y6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334Y-6,2.7e-40,135.8
laccase/multicopper-oxidase,PF07732.22,TFCN25334Y6_000683-T1,TFCN25334Y6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334Y-6,1.6e-39,133.2
laccase/multicopper-oxidase,PF07732.22,TFCN25334Y6_002180-T1,TFCN25334Y6,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-334Y-6,1.4e-36,123.8
laccase/multicopper-oxidase,PF00394.29,DBVPG3768_002415-T1,DBVPG3768,Rhodotorula,Rhodotorula dairenensis,DBVPG 3768,5.9e-41,138.7
laccase/multicopper-oxidase,PF00394.29,DBVPG3768_000640-T1,DBVPG3768,Rhodotorula,Rhodotorula dairenensis,DBVPG 3768,7.6e-26,89.6
laccase/multicopper-oxidase,PF00394.29,DBVPG3768_000436-T1,DBVPG3768,Rhodotorula,Rhodotorula dairenensis,DBVPG 3768,6.6e-14,50.8
laccase/multicopper-oxidase,PF07731.21,DBVPG3768_002415-T1,DBVPG3768,Rhodotorula,Rhodotorula dairenensis,DBVPG 3768,7.8e-39,131.1
laccase/multicopper-oxidase,PF07731.21,DBVPG3768_000640-T1,DBVPG3768,Rhodotorula,Rhodotorula dairenensis,DBVPG 3768,3e-31,106.5
laccase/multicopper-oxidase,PF07731.21,DBVPG3768_000427-T1,DBVPG3768,Rhodotorula,Rhodotorula dairenensis,DBVPG 3768,1.1e-21,75.6
laccase/multicopper-oxidase,PF07731.21,DBVPG3768_000436-T1,DBVPG3768,Rhodotorula,Rhodotorula dairenensis,DBVPG 3768,1e-16,59.5
laccase/multicopper-oxidase,PF07732.22,DBVPG3768_002415-T1,DBVPG3768,Rhodotorula,Rhodotorula dairenensis,DBVPG 3768,3.2e-37,125.8
laccase/multicopper-oxidase,PF07732.22,DBVPG3768_000640-T1,DBVPG3768,Rhodotorula,Rhodotorula dairenensis,DBVPG 3768,1.1e-34,117.5
laccase/multicopper-oxidase,PF07732.22,DBVPG3768_000436-T1,DBVPG3768,Rhodotorula,Rhodotorula dairenensis,DBVPG 3768,3.2e-31,106.4
laccase/multicopper-oxidase,PF00394.29,DBVPG7316_005758-T1,DBVPG7316,Rhodotorula,Rhodotorula paludigena,DBVPG 7316,8.6e-40,135.1
laccase/multicopper-oxidase,PF00394.29,DBVPG7316_004441-T1,DBVPG7316,Rhodotorula,Rhodotorula paludigena,DBVPG 7316,6.4e-26,90.1
laccase/multicopper-oxidase,PF00394.29,DBVPG7316_004471-T1,DBVPG7316,Rhodotorula,Rhodotorula paludigena,DBVPG 7316,2e-24,85.2
laccase/multicopper-oxidase,PF07731.21,DBVPG7316_005758-T1,DBVPG7316,Rhodotorula,Rhodotorula paludigena,DBVPG 7316,8.2e-30,102.1
laccase/multicopper-oxidase,PF07731.21,DBVPG7316_004471-T1,DBVPG7316,Rhodotorula,Rhodotorula paludigena,DBVPG 7316,1.3e-28,98.2
laccase/multicopper-oxidase,PF07731.21,DBVPG7316_004441-T1,DBVPG7316,Rhodotorula,Rhodotorula paludigena,DBVPG 7316,6.4e-28,95.9
laccase/multicopper-oxidase,PF07732.22,DBVPG7316_004441-T1,DBVPG7316,Rhodotorula,Rhodotorula paludigena,DBVPG 7316,8.9e-45,150.3
laccase/multicopper-oxidase,PF07732.22,DBVPG7316_004471-T1,DBVPG7316,Rhodotorula,Rhodotorula paludigena,DBVPG 7316,2e-44,149.2
laccase/multicopper-oxidase,PF07732.22,DBVPG7316_005758-T1,DBVPG7316,Rhodotorula,Rhodotorula paludigena,DBVPG 7316,2.2e-34,116.8
laccase/multicopper-oxidase,PF00394.29,DBVPG4945_004519-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,7e-41,138.7
laccase/multicopper-oxidase,PF00394.29,DBVPG4945_006629-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,4e-35,120.0
laccase/multicopper-oxidase,PF00394.29,DBVPG4945_000698-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,1.4e-27,95.5
laccase/multicopper-oxidase,PF00394.29,DBVPG4945_001100-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,6.1e-22,77.2
laccase/multicopper-oxidase,PF07731.21,DBVPG4945_004519-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,5.9e-38,128.5
laccase/multicopper-oxidase,PF07731.21,DBVPG4945_006629-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,8.4e-37,124.7
laccase/multicopper-oxidase,PF07731.21,DBVPG4945_000698-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,2.5e-31,107.0
laccase/multicopper-oxidase,PF07731.21,DBVPG4945_001100-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,1.3e-29,101.5
laccase/multicopper-oxidase,PF07732.22,DBVPG4945_001100-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,2.7e-46,155.2
laccase/multicopper-oxidase,PF07732.22,DBVPG4945_000698-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,4.3e-41,138.5
laccase/multicopper-oxidase,PF07732.22,DBVPG4945_006629-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,4.9e-40,135.1
laccase/multicopper-oxidase,PF07732.22,DBVPG4945_004519-T1,DBVPG4945,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 4945,4.3e-36,122.3
laccase/multicopper-oxidase,PF00394.29,TFCN43A4_000540-T1,TFCN43A4,Rhodotorula,Rhodotorula paludigena,TFCN 43A-4,1.8e-40,137.4
laccase/multicopper-oxidase,PF00394.29,TFCN43A4_005645-T1,TFCN43A4,Rhodotorula,Rhodotorula paludigena,TFCN 43A-4,1.5e-25,88.9
laccase/multicopper-oxidase,PF00394.29,TFCN43A4_005674-T1,TFCN43A4,Rhodotorula,Rhodotorula paludigena,TFCN 43A-4,8.3e-25,86.5
laccase/multicopper-oxidase,PF07731.21,TFCN43A4_000540-T1,TFCN43A4,Rhodotorula,Rhodotorula paludigena,TFCN 43A-4,1.8e-40,136.7
laccase/multicopper-oxidase,PF07731.21,TFCN43A4_005674-T1,TFCN43A4,Rhodotorula,Rhodotorula paludigena,TFCN 43A-4,2.1e-28,97.6
laccase/multicopper-oxidase,PF07731.21,TFCN43A4_005645-T1,TFCN43A4,Rhodotorula,Rhodotorula paludigena,TFCN 43A-4,2.9e-27,93.9
laccase/multicopper-oxidase,PF07732.22,TFCN43A4_005645-T1,TFCN43A4,Rhodotorula,Rhodotorula paludigena,TFCN 43A-4,9.8e-45,150.2
laccase/multicopper-oxidase,PF07732.22,TFCN43A4_005674-T1,TFCN43A4,Rhodotorula,Rhodotorula paludigena,TFCN 43A-4,1.1e-44,150.0
laccase/multicopper-oxidase,PF07732.22,TFCN43A4_000540-T1,TFCN43A4,Rhodotorula,Rhodotorula paludigena,TFCN 43A-4,6.7e-36,121.7
laccase/multicopper-oxidase,PF00394.29,TFCN3422_001026-T1,TFCN3422,Rhodotorula,Rhodotorula paludigena,TFCN 342-2,2.2e-40,137.1
laccase/multicopper-oxidase,PF00394.29,TFCN3422_006837-T1,TFCN3422,Rhodotorula,Rhodotorula paludigena,TFCN 342-2,7.8e-25,86.6
laccase/multicopper-oxidase,PF00394.29,TFCN3422_006867-T1,TFCN3422,Rhodotorula,Rhodotorula paludigena,TFCN 342-2,1.1e-24,86.1
laccase/multicopper-oxidase,PF07731.21,TFCN3422_001026-T1,TFCN3422,Rhodotorula,Rhodotorula paludigena,TFCN 342-2,1.4e-40,136.9
laccase/multicopper-oxidase,PF07731.21,TFCN3422_006867-T1,TFCN3422,Rhodotorula,Rhodotorula paludigena,TFCN 342-2,6.2e-29,99.3
laccase/multicopper-oxidase,PF07731.21,TFCN3422_006837-T1,TFCN3422,Rhodotorula,Rhodotorula paludigena,TFCN 342-2,1.9e-26,91.2
laccase/multicopper-oxidase,PF07732.22,TFCN3422_006867-T1,TFCN3422,Rhodotorula,Rhodotorula paludigena,TFCN 342-2,7.6e-44,147.4
laccase/multicopper-oxidase,PF07732.22,TFCN3422_006837-T1,TFCN3422,Rhodotorula,Rhodotorula paludigena,TFCN 342-2,9e-44,147.1
laccase/multicopper-oxidase,PF07732.22,TFCN3422_001026-T1,TFCN3422,Rhodotorula,Rhodotorula paludigena,TFCN 342-2,7e-36,121.7
laccase/multicopper-oxidase,PF00394.29,DBVPG3777_002956-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,1.1e-40,138.1
laccase/multicopper-oxidase,PF00394.29,DBVPG3777_002945-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,7.1e-29,99.7
laccase/multicopper-oxidase,PF00394.29,DBVPG3777_003971-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,1.4e-27,95.5
laccase/multicopper-oxidase,PF00394.29,DBVPG3777_007514-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,5.9e-22,77.2
laccase/multicopper-oxidase,PF07731.21,DBVPG3777_002945-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,2.9e-39,132.7
laccase/multicopper-oxidase,PF07731.21,DBVPG3777_002956-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,9.5e-38,127.8
laccase/multicopper-oxidase,PF07731.21,DBVPG3777_003971-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,2.7e-31,106.9
laccase/multicopper-oxidase,PF07731.21,DBVPG3777_007590-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,3.6e-18,64.4
laccase/multicopper-oxidase,PF07731.21,DBVPG3777_007514-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,2e-08,32.8
laccase/multicopper-oxidase,PF07732.22,DBVPG3777_007514-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,2.1e-41,139.5
laccase/multicopper-oxidase,PF07732.22,DBVPG3777_003971-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,4.6e-41,138.4
laccase/multicopper-oxidase,PF07732.22,DBVPG3777_002945-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,4.2e-40,135.3
laccase/multicopper-oxidase,PF07732.22,DBVPG3777_002956-T1,DBVPG3777,Rhodotorula,Rhodotorula mucilaginosa,DBVPG 3777,6.1e-36,121.9
laccase/multicopper-oxidase,PF00394.29,TFCN48A10_001972-T1,TFCN48A10,Rhodotorula,Rhodotorula paludigena,TFCN 48A-10,8.6e-40,135.1
laccase/multicopper-oxidase,PF00394.29,TFCN48A10_005920-T1,TFCN48A10,Rhodotorula,Rhodotorula paludigena,TFCN 48A-10,6.4e-26,90.1
laccase/multicopper-oxidase,PF00394.29,TFCN48A10_005890-T1,TFCN48A10,Rhodotorula,Rhodotorula paludigena,TFCN 48A-10,2e-24,85.2
laccase/multicopper-oxidase,PF07731.21,TFCN48A10_001972-T1,TFCN48A10,Rhodotorula,Rhodotorula paludigena,TFCN 48A-10,8.2e-30,102.1
laccase/multicopper-oxidase,PF07731.21,TFCN48A10_005890-T1,TFCN48A10,Rhodotorula,Rhodotorula paludigena,TFCN 48A-10,1.3e-28,98.2
laccase/multicopper-oxidase,PF07731.21,TFCN48A10_005920-T1,TFCN48A10,Rhodotorula,Rhodotorula paludigena,TFCN 48A-10,4.3e-28,96.5
laccase/multicopper-oxidase,PF07732.22,TFCN48A10_005920-T1,TFCN48A10,Rhodotorula,Rhodotorula paludigena,TFCN 48A-10,8.7e-45,150.4
laccase/multicopper-oxidase,PF07732.22,TFCN48A10_005890-T1,TFCN48A10,Rhodotorula,Rhodotorula paludigena,TFCN 48A-10,2e-44,149.2
laccase/multicopper-oxidase,PF07732.22,TFCN48A10_001972-T1,TFCN48A10,Rhodotorula,Rhodotorula paludigena,TFCN 48A-10,2.2e-34,116.8
laccase/multicopper-oxidase,PF00394.29,TFCN17332C1_004339-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,1e-40,138.1
laccase/multicopper-oxidase,PF00394.29,TFCN17332C1_004350-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,3.8e-35,120.0
laccase/multicopper-oxidase,PF00394.29,TFCN17332C1_003011-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,1.3e-27,95.5
laccase/multicopper-oxidase,PF00394.29,TFCN17332C1_005997-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,5.9e-22,77.2
laccase/multicopper-oxidase,PF07731.21,TFCN17332C1_004350-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,5.1e-39,131.9
laccase/multicopper-oxidase,PF07731.21,TFCN17332C1_004339-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,9.1e-38,127.8
laccase/multicopper-oxidase,PF07731.21,TFCN17332C1_003011-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,2.4e-31,107.0
laccase/multicopper-oxidase,PF07731.21,TFCN17332C1_007239-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,3.5e-18,64.4
laccase/multicopper-oxidase,PF07731.21,TFCN17332C1_005997-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,3.1e-08,32.1
laccase/multicopper-oxidase,PF07732.22,TFCN17332C1_005997-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,2.8e-41,139.0
laccase/multicopper-oxidase,PF07732.22,TFCN17332C1_003011-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,4.1e-41,138.5
laccase/multicopper-oxidase,PF07732.22,TFCN17332C1_004350-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,3.4e-40,135.5
laccase/multicopper-oxidase,PF07732.22,TFCN17332C1_004339-T1,TFCN17332C1,Rhodotorula,Rhodotorula mucilaginosa,TFCN 17-332C-1,5.8e-36,121.9
laccase/multicopper-oxidase,PF00394.29,TFCN25332P2_002089-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,1e-40,138.1
laccase/multicopper-oxidase,PF00394.29,TFCN25332P2_002100-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,4.6e-35,119.8
laccase/multicopper-oxidase,PF00394.29,TFCN25332P2_003129-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,1.3e-27,95.5
laccase/multicopper-oxidase,PF00394.29,TFCN25332P2_007052-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,5.8e-22,77.2
laccase/multicopper-oxidase,PF07731.21,TFCN25332P2_002100-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,2.5e-39,132.9
laccase/multicopper-oxidase,PF07731.21,TFCN25332P2_002089-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,9.2e-38,127.8
laccase/multicopper-oxidase,PF07731.21,TFCN25332P2_003129-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,2.4e-31,107.0
laccase/multicopper-oxidase,PF07731.21,TFCN25332P2_007052-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,6.4e-08,31.2
laccase/multicopper-oxidase,PF07732.22,TFCN25332P2_007052-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,2.8e-41,139.0
laccase/multicopper-oxidase,PF07732.22,TFCN25332P2_003129-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,4.2e-41,138.5
laccase/multicopper-oxidase,PF07732.22,TFCN25332P2_002100-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,4.2e-40,135.2
laccase/multicopper-oxidase,PF07732.22,TFCN25332P2_002089-T1,TFCN25332P2,Rhodotorula,Rhodotorula mucilaginosa,TFCN 25-332P-2,5.9e-36,121.9
laccase/multicopper-oxidase,PF00394.29,TFCN21364_002517-T1,TFCN21364,Rhodotorula,Rhodotorula mucilaginosa,TFCN 213-6-4,7.3e-41,138.5
